"N_Protocol" "Status" "Species" "Branch_N" "Length" "N_Thorns" "N_Twigs" "Longest_thorn" "N_browsed_Twigs" "Branch_esc" "FlowerOrFruit" "BDI" "Thorn_density" "BrowRate" "Bite"
17 "Escaped" "Malus" 6 10 1 8 1.7 1 "yes" 0 0.8 0.1 0.1 1
17 "Escaped" "Malus" 7 10 0 4 NA 1 "yes" 0 0.4 0 0.1 1
17 "Escaped" "Malus" 8 10 0 7 NA 1 "yes" 0 0.7 0 0.1 1
17 "Escaped" "Malus" 9 10 0 4 NA 0 "yes" 0 0.4 0 0 0
17 "Escaped" "Malus" 10 10 0 4 NA 0 "yes" 0 0.4 0 0 0
17 "Escaped" "Malus" 11 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
17 "Escaped" "Malus" 12 10 0 2 NA 0 "yes" 0 0.2 0 0 0
18 "Not escaped" "Prunus" 1 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
18 "Not escaped" "Prunus" 2 10 0 9 NA 7 "no" 0 0.9 0 0.7 1
18 "Not escaped" "Prunus" 3 10 0 9 NA 4 "no" 0 0.9 0 0.4 1
18 "Not escaped" "Prunus" 4 10 1 18 1.2 9 "no" 0 1.8 0.1 0.9 1
18 "Not escaped" "Prunus" 5 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
18 "Not escaped" "Prunus" 6 10 1 1 4.4 1 "no" 0 0.1 0.1 0.1 1
18 "Not escaped" "Prunus" 7 10 3 10 3 6 "no" 0 1 0.3 0.6 1
18 "Not escaped" "Prunus" 8 10 0 10 NA 3 "no" 0 1 0 0.3 1
18 "Not escaped" "Prunus" 9 10 0 13 NA 11 "no" 0 1.3 0 1.1 1
18 "Not escaped" "Prunus" 10 10 4 11 1.3 4 "no" 0 1.1 0.4 0.4 1
18 "Not escaped" "Prunus" 11 10 1 4 2 0 "no" 0 0.4 0.1 0 0
18 "Not escaped" "Prunus" 12 10 1 5 4.5 1 "no" 0 0.5 0.1 0.1 1
19 "Escaped" "Prunus" 1 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
19 "Escaped" "Prunus" 2 10 1 1 5 0 "no" 0 0.1 0.1 0 0
19 "Escaped" "Prunus" 3 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
19 "Escaped" "Prunus" 4 10 1 4 5 0 "no" 0 0.4 0.1 0 0
19 "Escaped" "Prunus" 5 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
19 "Escaped" "Prunus" 6 10 0 2 NA 0 "no" 0 0.2 0 0 0
19 "Escaped" "Prunus" 7 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
19 "Escaped" "Prunus" 8 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
19 "Escaped" "Prunus" 9 10 1 8 4 8 "no" 0 0.8 0.1 0.8 1
19 "Escaped" "Prunus" 10 10 2 6 4.1 1 "no" 0 0.6 0.2 0.1 1
19 "Escaped" "Prunus" 11 10 0 1 NA 0 "no" 0 0.1 0 0 0
19 "Escaped" "Prunus" 12 10 1 2 2.2 0 "no" 0 0.2 0.1 0 0
19 "Escaped" "Prunus" 1 10 0 5 NA 1 "yes" 0 0.5 0 0.1 1
19 "Escaped" "Prunus" 2 10 0 1 NA 1 "yes" 0 0.1 0 0.1 1
19 "Escaped" "Prunus" 3 10 0 1 NA 1 "yes" 0 0.1 0 0.1 1
19 "Escaped" "Prunus" 4 10 0 3 NA 0 "yes" 0 0.3 0 0 0
19 "Escaped" "Prunus" 5 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
19 "Escaped" "Prunus" 6 10 0 4 NA 0 "yes" 0 0.4 0 0 0
19 "Escaped" "Prunus" 7 10 0 1 NA 0 "yes" 0 0.1 0 0 0
19 "Escaped" "Prunus" 8 10 0 1 NA 0 "yes" 0 0.1 0 0 0
19 "Escaped" "Prunus" 10 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
20 "Escaped" "Malus" 1 10 0 10 NA 3 "no" 0 1 0 0.3 1
20 "Escaped" "Malus" 2 9 2 4 2 1 "no" 0 0.444444444444444 0.222222222222222 0.111111111111111 1
20 "Escaped" "Malus" 3 10 0 2 NA 0 "no" 0 0.2 0 0 0
20 "Escaped" "Malus" 4 7 0 3 NA 1 "no" 0 0.428571428571429 0 0.142857142857143 1
20 "Escaped" "Malus" 5 10 1 5 1.5 1 "no" 0 0.5 0.1 0.1 1
20 "Escaped" "Malus" 6 10 3 8 2.5 0 "no" 0 0.8 0.3 0 0
20 "Escaped" "Malus" 7 10 0 11 NA 0 "no" 0 1.1 0 0 0
20 "Escaped" "Malus" 8 10 1 7 1.8 2 "no" 0 0.7 0.1 0.2 1
20 "Escaped" "Malus" 9 10 0 5 NA 0 "no" 0 0.5 0 0 0
20 "Escaped" "Malus" 10 10 0 9 NA 0 "no" 0 0.9 0 0 0
20 "Escaped" "Malus" 11 10 0 12 NA 1 "no" 0 1.2 0 0.1 1
20 "Escaped" "Malus" 12 10 0 6 NA 2 "no" 0 0.6 0 0.2 1
20 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0 0.7 0 0 0
20 "Escaped" "Malus" 2 8 0 1 NA 0 "yes" 0 0.125 0 0 0
20 "Escaped" "Malus" 3 10 0 3 NA 0 "yes" 0 0.3 0 0 0
20 "Escaped" "Malus" 4 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
20 "Escaped" "Malus" 5 10 0 7 NA 0 "yes" 0 0.7 0 0 0
20 "Escaped" "Malus" 6 10 0 4 NA 1 "yes" 0 0.4 0 0.1 1
20 "Escaped" "Malus" 7 10 0 5 NA 0 "yes" 0 0.5 0 0 0
20 "Escaped" "Malus" 8 10 0 5 NA 1 "yes" 0 0.5 0 0.1 1
20 "Escaped" "Malus" 9 10 0 9 NA 0 "yes" 0 0.9 0 0 0
20 "Escaped" "Malus" 10 10 0 6 NA 0 "yes" 0 0.6 0 0 0
20 "Escaped" "Malus" 11 10 0 3 NA 0 "yes" 0 0.3 0 0 0
20 "Escaped" "Malus" 12 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
21 "Escaped" "Malus" 1 10 1 10 1.5 1 "no" 0 1 0.1 0.1 1
21 "Escaped" "Malus" 2 10 1 12 1 7 "no" 0 1.2 0.1 0.7 1
21 "Escaped" "Malus" 3 10 1 9 0.9 0 "no" 0 0.9 0.1 0 0
21 "Escaped" "Malus" 4 10 0 17 NA 5 "no" 0 1.7 0 0.5 1
21 "Escaped" "Malus" 5 10 5 9 1.2 3 "no" 0 0.9 0.5 0.3 1
21 "Escaped" "Malus" 6 10 3 19 1.5 11 "no" 0 1.9 0.3 1.1 1
21 "Escaped" "Malus" 7 10 1 8 1.9 0 "no" 0 0.8 0.1 0 0
21 "Escaped" "Malus" 8 10 0 10 NA 4 "no" 0 1 0 0.4 1
21 "Escaped" "Malus" 9 10 1 5 1 1 "no" 0 0.5 0.1 0.1 1
21 "Escaped" "Malus" 10 10 1 13 1.4 3 "no" 0 1.3 0.1 0.3 1
21 "Escaped" "Malus" 11 10 3 7 2.1 2 "no" 0 0.7 0.3 0.2 1
21 "Escaped" "Malus" 12 10 0 5 NA 0 "no" 0 0.5 0 0 0
21 "Escaped" "Malus" 1 10 0 4 NA 1 "yes" 0 0.4 0 0.1 1
21 "Escaped" "Malus" 2 10 0 8 NA 1 "yes" 0 0.8 0 0.1 1
21 "Escaped" "Malus" 3 10 0 8 NA 0 "yes" 0 0.8 0 0 0
21 "Escaped" "Malus" 4 10 0 1 NA 0 "yes" 0 0.1 0 0 0
21 "Escaped" "Malus" 5 10 0 5 NA 0 "yes" 0 0.5 0 0 0
21 "Escaped" "Malus" 6 10 0 4 NA 0 "yes" 0 0.4 0 0 0
21 "Escaped" "Malus" 7 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
21 "Escaped" "Malus" 8 10 0 4 NA 0 "yes" 0 0.4 0 0 0
21 "Escaped" "Malus" 9 10 0 5 NA 0 "yes" 0 0.5 0 0 0
21 "Escaped" "Malus" 10 10 0 4 NA 1 "yes" 0 0.4 0 0.1 1
21 "Escaped" "Malus" 11 10 0 3 NA 0 "yes" 0 0.3 0 0 0
21 "Escaped" "Malus" 12 10 0 2 NA 0 "yes" 0 0.2 0 0 0
22 "Escaped" "Malus" 1 10 1 6 2.3 1 "no" 0 0.6 0.1 0.1 1
22 "Escaped" "Malus" 2 9 0 1 NA 0 "no" 0 0.111111111111111 0 0 0
22 "Escaped" "Malus" 3 10 0 3 NA 1 "no" 0 0.3 0 0.1 1
22 "Escaped" "Malus" 4 10 1 6 1.2 1 "no" 0 0.6 0.1 0.1 1
22 "Escaped" "Malus" 5 10 1 8 0.2 4 "no" 0 0.8 0.1 0.4 1
22 "Escaped" "Malus" 6 10 0 9 NA 2 "no" 0 0.9 0 0.2 1
22 "Escaped" "Malus" 7 10 5 11 1.5 1 "no" 0 1.1 0.5 0.1 1
22 "Escaped" "Malus" 8 10 0 21 NA 5 "no" 0 2.1 0 0.5 1
22 "Escaped" "Malus" 9 9 1 3 1 1 "no" 0 0.333333333333333 0.111111111111111 0.111111111111111 1
22 "Escaped" "Malus" 10 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
22 "Escaped" "Malus" 11 10 1 7 1.5 2 "no" 0 0.7 0.1 0.2 1
22 "Escaped" "Malus" 12 8 1 7 1.2 6 "no" 0 0.875 0.125 0.75 1
22 "Escaped" "Malus" 1 10 0 6 NA 1 "yes" 0 0.6 0 0.1 1
22 "Escaped" "Malus" 2 10 0 1 NA 0 "yes" 0 0.1 0 0 0
22 "Escaped" "Malus" 3 10 0 5 NA 0 "yes" 0 0.5 0 0 0
22 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0 0.8 0 0 0
22 "Escaped" "Malus" 5 10 1 7 1.1 1 "yes" 0 0.7 0.1 0.1 1
22 "Escaped" "Malus" 6 10 0 1 NA 0 "yes" 0 0.1 0 0 0
22 "Escaped" "Malus" 7 10 0 4 NA 0 "yes" 0 0.4 0 0 0
22 "Escaped" "Malus" 8 10 0 2 NA 0 "yes" 0 0.2 0 0 0
22 "Escaped" "Malus" 9 10 0 5 NA 0 "yes" 0 0.5 0 0 0
22 "Escaped" "Malus" 10 10 0 3 NA 1 "yes" 0 0.3 0 0.1 1
22 "Escaped" "Malus" 11 10 0 1 NA 0 "yes" 0 0.1 0 0 0
22 "Escaped" "Malus" 12 10 0 5 NA 0 "yes" 0 0.5 0 0 0
23 "Not escaped" "Malus" 1 10 7 10 2.5 1 "no" 0 1 0.7 0.1 1
23 "Not escaped" "Malus" 2 10 0 3 NA 0 "no" 0 0.3 0 0 0
23 "Not escaped" "Malus" 3 10 1 1 1.3 0 "no" 0 0.1 0.1 0 0
23 "Not escaped" "Malus" 4 10 4 10 1.1 0 "no" 0 1 0.4 0 0
23 "Not escaped" "Malus" 5 10 0 7 NA 3 "no" 0 0.7 0 0.3 1
23 "Not escaped" "Malus" 6 10 7 11 2.5 0 "no" 0 1.1 0.7 0 0
23 "Not escaped" "Malus" 7 10 1 5 1.1 1 "no" 0 0.5 0.1 0.1 1
23 "Not escaped" "Malus" 8 9 0 1 NA 0 "no" 0 0.111111111111111 0 0 0
23 "Not escaped" "Malus" 9 10 0 2 NA 0 "no" 0 0.2 0 0 0
23 "Not escaped" "Malus" 10 10 1 11 0.9 3 "no" 0 1.1 0.1 0.3 1
23 "Not escaped" "Malus" 11 10 0 1 NA 0 "no" 0 0.1 0 0 0
23 "Not escaped" "Malus" 12 9 0 2 NA 1 "no" 0 0.222222222222222 0 0.111111111111111 1
24 "Not escaped" "Malus" 1 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
24 "Not escaped" "Malus" 2 10 0 1 NA 0 "no" 0 0.1 0 0 0
24 "Not escaped" "Malus" 3 7 0 6 NA 4 "no" 0 0.857142857142857 0 0.571428571428571 1
24 "Not escaped" "Malus" 4 7 1 2 0.7 0 "no" 0 0.285714285714286 0.142857142857143 0 0
24 "Not escaped" "Malus" 5 7 1 5 2 2 "no" 0 0.714285714285714 0.142857142857143 0.285714285714286 1
24 "Not escaped" "Malus" 6 6 0 1 NA 1 "no" 0 0.166666666666667 0 0.166666666666667 1
24 "Not escaped" "Malus" 7 10 1 11 2.5 5 "no" 0 1.1 0.1 0.5 1
24 "Not escaped" "Malus" 8 7 0 3 NA 1 "no" 0 0.428571428571429 0 0.142857142857143 1
24 "Not escaped" "Malus" 9 10 5 9 1 1 "no" 0 0.9 0.5 0.1 1
24 "Not escaped" "Malus" 10 8 0 4 NA 1 "no" 0 0.5 0 0.125 1
24 "Not escaped" "Malus" 11 10 0 2 NA 1 "no" 0 0.2 0 0.1 1
24 "Not escaped" "Malus" 12 10 0 11 NA 6 "no" 0 1.1 0 0.6 1
25 "Not escaped" "Malus" 1 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
25 "Not escaped" "Malus" 2 10 0 8 NA 0 "no" 0 0.8 0 0 0
25 "Not escaped" "Malus" 3 10 0 12 NA 5 "no" 0 1.2 0 0.5 1
25 "Not escaped" "Malus" 4 10 1 5 1.5 0 "no" 0 0.5 0.1 0 0
25 "Not escaped" "Malus" 5 10 0 4 NA 3 "no" 0 0.4 0 0.3 1
25 "Not escaped" "Malus" 6 10 0 1 NA 0 "no" 0 0.1 0 0 0
25 "Not escaped" "Malus" 7 10 1 16 1 7 "no" 0 1.6 0.1 0.7 1
25 "Not escaped" "Malus" 8 9 0 1 NA 0 "no" 0 0.111111111111111 0 0 0
25 "Not escaped" "Malus" 9 10 2 9 1.7 2 "no" 0 0.9 0.2 0.2 1
25 "Not escaped" "Malus" 10 10 0 1 NA 0 "no" 0 0.1 0 0 0
25 "Not escaped" "Malus" 11 8 2 4 2.8 0 "no" 0 0.5 0.25 0 0
25 "Not escaped" "Malus" 12 10 2 7 3 0 "no" 0 0.7 0.2 0 0
26 "Not escaped" "Malus" 1 9 1 17 1.8 6 "no" 0 1.88888888888889 0.111111111111111 0.666666666666667 1
26 "Not escaped" "Malus" 2 10 2 23 1.4 11 "no" 0 2.3 0.2 1.1 1
26 "Not escaped" "Malus" 3 8.3 1 13 2.2 7 "no" 0 1.56626506024096 0.120481927710843 0.843373493975904 1
26 "Not escaped" "Malus" 4 10 1 7 0.7 4 "no" 0 0.7 0.1 0.4 1
26 "Not escaped" "Malus" 5 8.5 1 17 1 4 "no" 0 2 0.117647058823529 0.470588235294118 1
26 "Not escaped" "Malus" 6 10 0 5 NA 2 "no" 0 0.5 0 0.2 1
26 "Not escaped" "Malus" 7 10 1 4 0.7 2 "no" 0 0.4 0.1 0.2 1
26 "Not escaped" "Malus" 8 10 0 6 NA 5 "no" 0 0.6 0 0.5 1
26 "Not escaped" "Malus" 9 9 1 15 1.5 3 "no" 0 1.66666666666667 0.111111111111111 0.333333333333333 1
26 "Not escaped" "Malus" 10 8 1 11 1.3 5 "no" 0 1.375 0.125 0.625 1
26 "Not escaped" "Malus" 11 6 2 6 2.1 4 "no" 0 1 0.333333333333333 0.666666666666667 1
26 "Not escaped" "Malus" 12 5.8 1 10 1.3 7 "no" 0 1.72413793103448 0.172413793103448 1.20689655172414 1
27 "Escaped" "Malus" 1 6 0 6 NA 3 "no" 0 1 0 0.5 1
27 "Escaped" "Malus" 2 10 1 8 1.2 3 "no" 0 0.8 0.1 0.3 1
27 "Escaped" "Malus" 3 10 1 10 0.9 7 "no" 0 1 0.1 0.7 1
27 "Escaped" "Malus" 4 10 1 1 0.8 0 "no" 0 0.1 0.1 0 0
27 "Escaped" "Malus" 5 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
27 "Escaped" "Malus" 6 10 1 2 1.5 1 "no" 0 0.2 0.1 0.1 1
27 "Escaped" "Malus" 7 10 1 15 1 8 "no" 0 1.5 0.1 0.8 1
27 "Escaped" "Malus" 8 10 1 5 1.3 4 "no" 0 0.5 0.1 0.4 1
27 "Escaped" "Malus" 1 10 0 1 NA 1 "yes" 0 0.1 0 0.1 1
27 "Escaped" "Malus" 2 10 0 1 NA 0 "yes" 0 0.1 0 0 0
27 "Escaped" "Malus" 3 10 0 1 NA 0 "yes" 0 0.1 0 0 0
27 "Escaped" "Malus" 4 10 0 1 NA 0 "yes" 0 0.1 0 0 0
27 "Escaped" "Malus" 5 10 0 2 NA 1 "yes" 0 0.2 0 0.1 1
27 "Escaped" "Malus" 6 10 0 1 NA 0 "yes" 0 0.1 0 0 0
27 "Escaped" "Malus" 7 10 0 3 NA 0 "yes" 0 0.3 0 0 0
27 "Escaped" "Malus" 8 10 0 4 NA 0 "yes" 0 0.4 0 0 0
28 "Not escaped" "Malus" 1 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
28 "Not escaped" "Malus" 2 10 0 1 NA 0 "no" 0 0.1 0 0 0
28 "Not escaped" "Malus" 3 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
28 "Not escaped" "Malus" 4 10 0 1 NA 1 "no" 0 0.1 0 0.1 1
28 "Not escaped" "Malus" 5 7.5 0 10 NA 5 "no" 0 1.33333333333333 0 0.666666666666667 1
28 "Not escaped" "Malus" 6 10 0 1 NA 0 "no" 0 0.1 0 0 0
28 "Not escaped" "Malus" 7 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
28 "Not escaped" "Malus" 8 7 0 2 NA 1 "no" 0 0.285714285714286 0 0.142857142857143 1
29 "Escaped" "Malus" 1 10 1 8 2 5 "no" 0 0.8 0.1 0.5 1
29 "Escaped" "Malus" 2 10 1 1 1.4 1 "no" 0 0.1 0.1 0.1 1
29 "Escaped" "Malus" 3 10 0 6 NA 1 "no" 0 0.6 0 0.1 1
29 "Escaped" "Malus" 4 10 0 8 NA 5 "no" 0 0.8 0 0.5 1
29 "Escaped" "Malus" 5 10 1 3 2 0 "no" 0 0.3 0.1 0 0
29 "Escaped" "Malus" 6 10 0 8 NA 3 "no" 0 0.8 0 0.3 1
29 "Escaped" "Malus" 7 9 1 7 0.4 5 "no" 0 0.777777777777778 0.111111111111111 0.555555555555556 1
29 "Escaped" "Malus" 8 10 0 3 NA 0 "no" 0 0.3 0 0 0
29 "Escaped" "Malus" 1 10 0 1 NA 0 "yes" 0 0.1 0 0 0
29 "Escaped" "Malus" 2 10 0 1 NA 0 "yes" 0 0.1 0 0 0
29 "Escaped" "Malus" 3 10 0 1 NA 1 "yes" 0 0.1 0 0.1 1
29 "Escaped" "Malus" 4 10 0 1 NA 0 "yes" 0 0.1 0 0 0
29 "Escaped" "Malus" 5 10 0 1 NA 1 "yes" 0 0.1 0 0.1 1
29 "Escaped" "Malus" 6 10 0 1 NA 0 "yes" 0 0.1 0 0 0
29 "Escaped" "Malus" 7 10 0 1 NA 0 "yes" 0 0.1 0 0 0
29 "Escaped" "Malus" 8 10 0 1 NA 0 "yes" 0 0.1 0 0 0
30 "Not escaped" "Malus" 1 10 0 7 NA 5 "no" 0 0.7 0 0.5 1
30 "Not escaped" "Malus" 2 10 0 6 NA 2 "no" 0 0.6 0 0.2 1
30 "Not escaped" "Malus" 3 8 0 3 NA 3 "no" 0 0.375 0 0.375 1
30 "Not escaped" "Malus" 4 10 0 6 NA 2 "no" 0 0.6 0 0.2 1
30 "Not escaped" "Malus" 5 10 1 1 1.3 1 "no" 0 0.1 0.1 0.1 1
30 "Not escaped" "Malus" 6 10 0 6 NA 3 "no" 0 0.6 0 0.3 1
30 "Not escaped" "Malus" 7 10 2 4 0.7 3 "no" 0 0.4 0.2 0.3 1
30 "Not escaped" "Malus" 8 3.5 0 5 NA 3 "no" 0 1.42857142857143 0 0.857142857142857 1
31 "Escaped" "Malus" 1 7 1 4 NA 0 "no" 0 0.571428571428571 0.142857142857143 0 0
31 "Escaped" "Malus" 2 9 0 4 NA 4 "no" 0 0.444444444444444 0 0.444444444444444 1
31 "Escaped" "Malus" 3 10 1 6 0.3 4 "no" 0 0.6 0.1 0.4 1
31 "Escaped" "Malus" 4 6.5 1 7 0.8 3 "no" 0 1.07692307692308 0.153846153846154 0.461538461538462 1
31 "Escaped" "Malus" 5 9 0 3 NA 3 "no" 0 0.333333333333333 0 0.333333333333333 1
31 "Escaped" "Malus" 6 6 1 5 0.4 3 "no" 0 0.833333333333333 0.166666666666667 0.5 1
31 "Escaped" "Malus" 7 6.5 1 9 0.5 8 "no" 0 1.38461538461538 0.153846153846154 1.23076923076923 1
31 "Escaped" "Malus" 8 8 0 5 NA 2 "no" 0 0.625 0 0.25 1
31 "Escaped" "Malus" 1 10 0 1 NA 0 "yes" 0 0.1 0 0 0
31 "Escaped" "Malus" 2 10 0 1 NA 0 "yes" 0 0.1 0 0 0
31 "Escaped" "Malus" 3 10 0 1 NA 0 "yes" 0 0.1 0 0 0
31 "Escaped" "Malus" 4 10 0 1 NA 0 "yes" 0 0.1 0 0 0
31 "Escaped" "Malus" 5 10 0 1 NA 0 "yes" 0 0.1 0 0 0
31 "Escaped" "Malus" 6 10 0 8 NA 0 "yes" 0 0.8 0 0 0
31 "Escaped" "Malus" 7 10 0 1 NA 0 "yes" 0 0.1 0 0 0
31 "Escaped" "Malus" 8 10 0 7 NA 0 "yes" 0 0.7 0 0 0
32 "Not escaped" "Malus" 1 8 1 6 1 3 "no" 0 0.75 0.125 0.375 1
32 "Not escaped" "Malus" 2 7 0 2 NA 2 "no" 0 0.285714285714286 0 0.285714285714286 1
32 "Not escaped" "Malus" 3 8 0 2 NA 1 "no" 0 0.25 0 0.125 1
32 "Not escaped" "Malus" 4 8 0 1 NA 1 "no" 0 0.125 0 0.125 1
32 "Not escaped" "Malus" 5 10 0 11 NA 6 "no" 0 1.1 0 0.6 1
32 "Not escaped" "Malus" 6 10 0 5 NA 2 "no" 0 0.5 0 0.2 1
32 "Not escaped" "Malus" 7 9 1 7 0.6 4 "no" 0 0.777777777777778 0.111111111111111 0.444444444444444 1
32 "Not escaped" "Malus" 8 8 0 2 NA 2 "no" 0 0.25 0 0.25 1
33 "Escaped" "Malus" 1 9 0 6 NA 1 "no" 0 0.666666666666667 0 0.111111111111111 1
33 "Escaped" "Malus" 2 6 1 6 0.6 2 "no" 0 1 0.166666666666667 0.333333333333333 1
33 "Escaped" "Malus" 3 8.5 0 6 NA 1 "no" 0 0.705882352941177 0 0.117647058823529 1
33 "Escaped" "Malus" 4 10 1 7 1.3 3 "no" 0 0.7 0.1 0.3 1
33 "Escaped" "Malus" 5 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
33 "Escaped" "Malus" 6 8 0 5 NA 3 "no" 0 0.625 0 0.375 1
33 "Escaped" "Malus" 7 10 0 11 NA 2 "no" 0 1.1 0 0.2 1
33 "Escaped" "Malus" 8 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
33 "Escaped" "Malus" 1 10 0 1 NA 0 "yes" 0 0.1 0 0 0
33 "Escaped" "Malus" 2 10 0 1 NA 0 "yes" 0 0.1 0 0 0
33 "Escaped" "Malus" 3 10 0 2 NA 0 "yes" 0 0.2 0 0 0
33 "Escaped" "Malus" 4 10 0 5 NA 0 "yes" 0 0.5 0 0 0
33 "Escaped" "Malus" 5 10 0 2 NA 0 "yes" 0 0.2 0 0 0
33 "Escaped" "Malus" 6 10 0 4 NA 0 "yes" 0 0.4 0 0 0
33 "Escaped" "Malus" 7 10 0 1 NA 0 "yes" 0 0.1 0 0 0
33 "Escaped" "Malus" 8 10 0 1 NA 0 "yes" 0 0.1 0 0 0
34 "Not escaped" "Carpinus" 1 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
34 "Not escaped" "Carpinus" 2 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
34 "Not escaped" "Carpinus" 3 5.3 0 3 NA 2 "no" 0 0.566037735849057 0 0.377358490566038 1
34 "Not escaped" "Carpinus" 4 10 0 13 NA 13 "no" 0 1.3 0 1.3 1
34 "Not escaped" "Carpinus" 5 10 0 6 NA 6 "no" 0 0.6 0 0.6 1
34 "Not escaped" "Carpinus" 6 10 0 4 NA 3 "no" 0 0.4 0 0.3 1
34 "Not escaped" "Carpinus" 7 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
34 "Not escaped" "Carpinus" 8 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
35 "Not escaped" "Carpinus" 1 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
35 "Not escaped" "Carpinus" 2 10 0 3 NA 2 "no" 0 0.3 0 0.2 1
35 "Not escaped" "Carpinus" 3 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
35 "Not escaped" "Carpinus" 4 10 0 4 NA 4 "no" 0 0.4 0 0.4 1
35 "Not escaped" "Carpinus" 5 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
35 "Not escaped" "Carpinus" 6 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
35 "Not escaped" "Carpinus" 7 10 0 5 NA 5 "no" 0 0.5 0 0.5 1
35 "Not escaped" "Carpinus" 8 10 0 3 NA 3 "no" 0 0.3 0 0.3 1
36 "Not escaped" "Malus" 1 10 1 9 0.6 7 "no" 0 0.9 0.1 0.7 1
36 "Not escaped" "Malus" 2 9.5 4 8 0.1 7 "no" 0 0.842105263157895 0.421052631578947 0.736842105263158 1
36 "Not escaped" "Malus" 3 5.5 0 6 NA 4 "no" 0 1.09090909090909 0 0.727272727272727 1
36 "Not escaped" "Malus" 4 8.5 0 5 NA 1 "no" 0 0.588235294117647 0 0.117647058823529 1
36 "Not escaped" "Malus" 5 10 3 8 1.6 2 "no" 0 0.8 0.3 0.2 1
36 "Not escaped" "Malus" 6 9 1 16 1.2 10 "no" 0 1.77777777777778 0.111111111111111 1.11111111111111 1
36 "Not escaped" "Malus" 7 9 1 14 1.6 9 "no" 0 1.55555555555556 0.111111111111111 1 1
36 "Not escaped" "Malus" 8 8.5 0 9 NA 7 "no" 0 1.05882352941176 0 0.823529411764706 1
37 "Escaped" "Malus" 1 10 3 29 0.9 18 "no" 0 2.9 0.3 1.8 1
37 "Escaped" "Malus" 2 10 1 15 2.4 11 "no" 0 1.5 0.1 1.1 1
37 "Escaped" "Malus" 3 10 1 7 2.5 5 "no" 0 0.7 0.1 0.5 1
37 "Escaped" "Malus" 4 10 1 9 1.7 4 "no" 0 0.9 0.1 0.4 1
37 "Escaped" "Malus" 5 10 1 5 1 2 "no" 0 0.5 0.1 0.2 1
37 "Escaped" "Malus" 6 10 0 6 NA 5 "no" 0 0.6 0 0.5 1
37 "Escaped" "Malus" 7 9 0 2 NA 1 "no" 0 0.222222222222222 0 0.111111111111111 1
37 "Escaped" "Malus" 8 7 0 1 NA 1 "no" 0 0.142857142857143 0 0.142857142857143 1
37 "Escaped" "Malus" 1 10 1 7 2.8 0 "yes" 0 0.7 0.1 0 0
37 "Escaped" "Malus" 2 10 3 6 4.5 1 "yes" 0 0.6 0.3 0.1 1
37 "Escaped" "Malus" 3 10 1 8 3.5 3 "yes" 0 0.8 0.1 0.3 1
37 "Escaped" "Malus" 4 10 1 7 4.5 1 "yes" 0 0.7 0.1 0.1 1
37 "Escaped" "Malus" 5 10 1 6 4.7 4 "yes" 0 0.6 0.1 0.4 1
37 "Escaped" "Malus" 6 10 1 7 0.5 4 "yes" 0 0.7 0.1 0.4 1
37 "Escaped" "Malus" 7 10 0 7 NA 0 "yes" 0 0.7 0 0 0
37 "Escaped" "Malus" 8 10 3 6 3 1 "yes" 0 0.6 0.3 0.1 1
38 "Not escaped" "Carpinus" 1 10 0 7 NA 7 "no" 0 0.7 0 0.7 1
38 "Not escaped" "Carpinus" 2 9 0 3 NA 3 "no" 0 0.333333333333333 0 0.333333333333333 1
38 "Not escaped" "Carpinus" 3 10 0 2 NA 2 "no" 0 0.2 0 0.2 1
38 "Not escaped" "Carpinus" 4 8.5 0 2 NA 2 "no" 0 0.235294117647059 0 0.235294117647059 1
