"N_Protocol" "Status" "Species" "Branch_N" "Length" "N_Thorns" "N_Twigs" "Longest_thorn" "N_browsed_Twigs" "Branch_esc" "BDI" "Thorn_density"
99 "Not escaped" "Malus" 1 10 2 16 0.7 9 "no" 1.6 0.2
99 "Not escaped" "Malus" 2 10 3 12 2 5 "no" 1.2 0.3
99 "Not escaped" "Malus" 3 10 1 9 2.6 1 "no" 0.9 0.1
99 "Not escaped" "Malus" 4 9 1 9 0.7 2 "no" 1 0.111111111111111
99 "Not escaped" "Malus" 5 10 0 10 NA 6 "no" 1 0
99 "Not escaped" "Malus" 6 10 0 6 NA 2 "no" 0.6 0
99 "Not escaped" "Malus" 7 10 1 6 1.8 1 "no" 0.6 0.1
99 "Not escaped" "Malus" 8 10 4 5 3.4 4 "no" 0.5 0.4
100 "Escaped" "Malus" 1 10 1 9 0.7 3 "no" 0.9 0.1
100 "Escaped" "Malus" 2 10 0 18 NA 2 "no" 1.8 0
100 "Escaped" "Malus" 3 10 0 10 NA 3 "no" 1 0
100 "Escaped" "Malus" 4 10 3 11 0.8 3 "no" 1.1 0.3
100 "Escaped" "Malus" 5 10 2 6 1.1 1 "no" 0.6 0.2
100 "Escaped" "Malus" 6 10 0 6 NA 3 "no" 0.6 0
100 "Escaped" "Malus" 7 10 4 10 1.4 4 "no" 1 0.4
100 "Escaped" "Malus" 8 10 12 9 1.8 3 "no" 0.9 1.2
100 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0.7 0
100 "Escaped" "Malus" 2 10 0 5 NA 0 "yes" 0.5 0
100 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0.7 0
100 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0.8 0
100 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 0.8 0
100 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 0.7 0
100 "Escaped" "Malus" 7 10 0 6 NA 0 "yes" 0.6 0
100 "Escaped" "Malus" 8 10 0 6 NA 0 "yes" 0.6 0
101 "Not escaped" "Malus" 1 10 1 6 2.8 3 "no" 0.6 0.1
101 "Not escaped" "Malus" 2 10 0 8 NA 2 "no" 0.8 0
101 "Not escaped" "Malus" 3 10 3 7 1.1 1 "no" 0.7 0.3
101 "Not escaped" "Malus" 4 10 2 6 0.5 1 "no" 0.6 0.2
101 "Not escaped" "Malus" 5 10 0 9 NA 3 "no" 0.9 0
101 "Not escaped" "Malus" 6 10 0 8 NA 7 "no" 0.8 0
101 "Not escaped" "Malus" 7 10 0 6 NA 2 "no" 0.6 0
101 "Not escaped" "Malus" 8 10 1 10 1.2 5 "no" 1 0.1
102 "Escaped" "Malus" 1 9 1 10 0.6 4 "no" 1.11111111111111 0.111111111111111
102 "Escaped" "Malus" 2 10 1 11 0.4 3 "no" 1.1 0.1
102 "Escaped" "Malus" 3 8 1 7 0.4 8 "no" 0.875 0.125
102 "Escaped" "Malus" 4 10 3 10 1.2 6 "no" 1 0.3
102 "Escaped" "Malus" 5 10 0 10 NA 0 "no" 1 0
102 "Escaped" "Malus" 6 10 2 12 0.7 8 "no" 1.2 0.2
102 "Escaped" "Malus" 7 10 1 5 0.3 2 "no" 0.5 0.1
102 "Escaped" "Malus" 8 10 2 10 0.7 3 "no" 1 0.2
102 "Escaped" "Malus" 1 10 0 8 NA 1 "yes" 0.8 0
102 "Escaped" "Malus" 2 10 0 8 NA 0 "yes" 0.8 0
102 "Escaped" "Malus" 3 10 0 4 NA 0 "yes" 0.4 0
102 "Escaped" "Malus" 4 10 0 6 NA 1 "yes" 0.6 0
102 "Escaped" "Malus" 5 10 0 5 NA 1 "yes" 0.5 0
102 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0.5 0
102 "Escaped" "Malus" 7 10 0 7 NA 0 "yes" 0.7 0
102 "Escaped" "Malus" 8 10 0 7 NA 0 "yes" 0.7 0
103 "Not escaped" "Malus" 1 10 1 9 2.7 6 "no" 0.9 0.1
103 "Not escaped" "Malus" 2 6 0 3 NA 3 "no" 0.5 0
103 "Not escaped" "Malus" 3 10 0 8 NA 2 "no" 0.8 0
103 "Not escaped" "Malus" 4 10 6 9 1.3 6 "no" 0.9 0.6
103 "Not escaped" "Malus" 5 10 0 5 NA 4 "no" 0.5 0
103 "Not escaped" "Malus" 6 10 10 8 1 5 "no" 0.8 1
103 "Not escaped" "Malus" 7 10 1 8 0.6 7 "no" 0.8 0.1
103 "Not escaped" "Malus" 8 10 1 15 1.2 9 "no" 1.5 0.1
104 "Not escaped" "Malus" 1 10 0 5 NA 2 "no" 0.5 0
104 "Not escaped" "Malus" 2 10 1 12 3 7 "no" 1.2 0.1
104 "Not escaped" "Malus" 3 10 3 13 0.8 6 "no" 1.3 0.3
104 "Not escaped" "Malus" 4 10 2 12 0.7 6 "no" 1.2 0.2
104 "Not escaped" "Malus" 5 8 0 5 NA 2 "no" 0.625 0
104 "Not escaped" "Malus" 6 10 4 7 0.6 2 "no" 0.7 0.4
104 "Not escaped" "Malus" 7 10 6 10 1.3 2 "no" 1 0.6
104 "Not escaped" "Malus" 8 10 2 9 0.6 4 "no" 0.9 0.2
105 "Escaped" "Malus" 1 10 0 8 NA 2 "no" 0.8 0
105 "Escaped" "Malus" 2 10 0 9 NA 3 "no" 0.9 0
105 "Escaped" "Malus" 3 10 1 12 0.8 5 "no" 1.2 0.1
105 "Escaped" "Malus" 4 10 1 15 1.4 5 "no" 1.5 0.1
105 "Escaped" "Malus" 5 10 0 9 NA 1 "no" 0.9 0
105 "Escaped" "Malus" 6 10 0 11 NA 1 "no" 1.1 0
105 "Escaped" "Malus" 7 10 0 8 NA 3 "no" 0.8 0
105 "Escaped" "Malus" 8 10 0 11 NA 4 "no" 1.1 0
105 "Escaped" "Malus" 1 10 0 8 NA 0 "yes" 0.8 0
105 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0.6 0
105 "Escaped" "Malus" 3 10 0 9 NA 0 "yes" 0.9 0
105 "Escaped" "Malus" 4 10 0 7 NA 0 "yes" 0.7 0
105 "Escaped" "Malus" 5 10 0 9 NA 0 "yes" 0.9 0
105 "Escaped" "Malus" 6 10 0 6 NA 0 "yes" 0.6 0
105 "Escaped" "Malus" 7 10 0 8 NA 0 "yes" 0.8 0
105 "Escaped" "Malus" 8 10 0 9 NA 0 "yes" 0.9 0
106 "Escaped" "Malus" 1 10 0 9 NA 7 "no" 0.9 0
106 "Escaped" "Malus" 2 10 2 8 2.3 4 "no" 0.8 0.2
106 "Escaped" "Malus" 3 10 0 8 NA 2 "no" 0.8 0
106 "Escaped" "Malus" 4 10 0 12 NA 1 "no" 1.2 0
106 "Escaped" "Malus" 5 10 0 8 NA 3 "no" 0.8 0
106 "Escaped" "Malus" 6 10 0 8 NA 4 "no" 0.8 0
106 "Escaped" "Malus" 7 10 0 11 NA 2 "no" 1.1 0
106 "Escaped" "Malus" 8 10 2 9 6.2 4 "no" 0.9 0.2
106 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0.7 0
106 "Escaped" "Malus" 2 10 0 10 NA 0 "yes" 1 0
106 "Escaped" "Malus" 3 10 0 8 NA 0 "yes" 0.8 0
106 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0.8 0
106 "Escaped" "Malus" 5 10 0 6 NA 1 "yes" 0.6 0
106 "Escaped" "Malus" 6 10 0 7 NA 1 "yes" 0.7 0
106 "Escaped" "Malus" 7 10 0 8 NA 0 "yes" 0.8 0
106 "Escaped" "Malus" 8 10 0 7 NA 0 "yes" 0.7 0
107 "Not escaped" "Malus" 1 10 0 6 NA 1 "no" 0.6 0
107 "Not escaped" "Malus" 2 10 3 8 2.6 3 "no" 0.8 0.3
107 "Not escaped" "Malus" 3 10 6 9 1.1 5 "no" 0.9 0.6
107 "Not escaped" "Malus" 4 10 2 8 1.7 2 "no" 0.8 0.2
107 "Not escaped" "Malus" 5 9 3 5 1.4 3 "no" 0.555555555555556 0.333333333333333
107 "Not escaped" "Malus" 6 10 1 11 0.5 2 "no" 1.1 0.1
107 "Not escaped" "Malus" 7 10 1 11 NA 2 "no" 1.1 0.1
107 "Not escaped" "Malus" 8 10 1 9 NA 2 "no" 0.9 0.1
108 "Escaped" "Pyrus" 1 10 3 4 1 2 "no" 0.4 0.3
108 "Escaped" "Pyrus" 2 10 0 3 NA 1 "no" 0.3 0
108 "Escaped" "Pyrus" 3 10 1 2 0.9 1 "no" 0.2 0.1
108 "Escaped" "Pyrus" 4 10 2 12 1.5 9 "no" 1.2 0.2
108 "Escaped" "Pyrus" 5 10 0 17 NA 9 "no" 1.7 0
108 "Escaped" "Pyrus" 6 10 3 7 0.8 2 "no" 0.7 0.3
108 "Escaped" "Pyrus" 7 10 0 5 NA 0 "no" 0.5 0
108 "Escaped" "Pyrus" 8 10 1 6 1.5 3 "no" 0.6 0.1
108 "Escaped" "Pyrus" 1 10 0 3 NA 0 "yes" 0.3 0
108 "Escaped" "Pyrus" 2 10 0 7 NA 0 "yes" 0.7 0
108 "Escaped" "Pyrus" 3 10 0 6 NA 3 "yes" 0.6 0
108 "Escaped" "Pyrus" 4 10 1 4 0.7 0 "yes" 0.4 0.1
108 "Escaped" "Pyrus" 5 10 1 5 1.5 0 "yes" 0.5 0.1
108 "Escaped" "Pyrus" 6 10 0 5 NA 0 "yes" 0.5 0
108 "Escaped" "Pyrus" 7 10 2 6 1.2 0 "yes" 0.6 0.2
108 "Escaped" "Pyrus" 8 10 1 4 0.5 0 "yes" 0.4 0.1
109 "Not escaped" "Pyrus" 1 6.5 1 4 0.6 2 "no" 0.615384615384615 0.153846153846154
109 "Not escaped" "Pyrus" 2 10 1 9 0.6 5 "no" 0.9 0.1
109 "Not escaped" "Pyrus" 3 10 1 8 0.5 5 "no" 0.8 0.1
109 "Not escaped" "Pyrus" 4 10 0 4 NA 1 "no" 0.4 0
109 "Not escaped" "Pyrus" 5 7.5 1 5 1.6 2 "no" 0.666666666666667 0.133333333333333
109 "Not escaped" "Pyrus" 6 10 1 8 0.6 5 "no" 0.8 0.1
109 "Not escaped" "Pyrus" 7 10 0 6 NA 1 "no" 0.6 0
109 "Not escaped" "Pyrus" 8 10 3 10 1 4 "no" 1 0.3
110 "Not escaped" "Malus" 1 10 3 14 1.2 2 "no" 1.4 0.3
110 "Not escaped" "Malus" 2 10 0 9 NA 1 "no" 0.9 0
110 "Not escaped" "Malus" 3 10 1 7 0.4 5 "no" 0.7 0.1
110 "Not escaped" "Malus" 4 10 1 8 1.1 3 "no" 0.8 0.1
110 "Not escaped" "Malus" 5 10 2 11 0.9 5 "no" 1.1 0.2
110 "Not escaped" "Malus" 6 10 6 17 1.4 6 "no" 1.7 0.6
110 "Not escaped" "Malus" 7 10 7 5 1.1 2 "no" 0.5 0.7
110 "Not escaped" "Malus" 8 10 0 10 NA 2 "no" 1 0
111 "Escaped" "Malus" 1 10 0 13 NA 2 "no" 1.3 0
111 "Escaped" "Malus" 2 10 1 10 1 4 "no" 1 0.1
111 "Escaped" "Malus" 3 10 0 14 NA 0 "no" 1.4 0
111 "Escaped" "Malus" 4 10 1 7 0.6 2 "no" 0.7 0.1
111 "Escaped" "Malus" 5 10 0 14 NA 2 "no" 1.4 0
111 "Escaped" "Malus" 6 10 0 8 NA 2 "no" 0.8 0
111 "Escaped" "Malus" 7 10 3 7 0.7 2 "no" 0.7 0.3
111 "Escaped" "Malus" 8 10 0 9 NA 2 "no" 0.9 0
111 "Escaped" "Malus" 1 10 0 6 NA 2 "yes" 0.6 0
111 "Escaped" "Malus" 2 10 0 8 NA 0 "yes" 0.8 0
111 "Escaped" "Malus" 3 10 0 8 NA 0 "yes" 0.8 0
111 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0.8 0
111 "Escaped" "Malus" 5 10 0 7 NA 0 "yes" 0.7 0
111 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 0.7 0
111 "Escaped" "Malus" 7 10 0 7 NA 0 "yes" 0.7 0
111 "Escaped" "Malus" 8 10 0 8 NA 0 "yes" 0.8 0
112 "Not escaped" "Pyrus" 1 10 3 7 1.9 0 "no" 0.7 0.3
112 "Not escaped" "Pyrus" 2 10 3 7 0.9 2 "no" 0.7 0.3
112 "Not escaped" "Pyrus" 3 10 3 13 1 5 "no" 1.3 0.3
112 "Not escaped" "Pyrus" 4 8 1 6 0.7 1 "no" 0.75 0.125
112 "Not escaped" "Pyrus" 5 10 0 8 NA 3 "no" 0.8 0
112 "Not escaped" "Pyrus" 6 9 0 6 NA 1 "no" 0.666666666666667 0
112 "Not escaped" "Pyrus" 7 7.3 0 4 NA 1 "no" 0.547945205479452 0
112 "Not escaped" "Pyrus" 8 8.5 2 3 1.4 1 "no" 0.352941176470588 0.235294117647059
113 "Escaped" "Pyrus" 1 10 2 11 0.8 5 "no" 1.1 0.2
113 "Escaped" "Pyrus" 2 10 0 4 NA 2 "no" 0.4 0
113 "Escaped" "Pyrus" 3 10 1 7 1.3 2 "no" 0.7 0.1
113 "Escaped" "Pyrus" 4 10 4 15 0.9 3 "no" 1.5 0.4
113 "Escaped" "Pyrus" 5 10 1 8 1 4 "no" 0.8 0.1
113 "Escaped" "Pyrus" 6 10 2 6 0.8 3 "no" 0.6 0.2
113 "Escaped" "Pyrus" 7 10 1 7 1 0 "no" 0.7 0.1
113 "Escaped" "Pyrus" 8 10 3 8 0.9 3 "no" 0.8 0.3
113 "Escaped" "Pyrus" 1 10 0 7 NA 1 "yes" 0.7 0
113 "Escaped" "Pyrus" 2 10 2 14 0.6 6 "yes" 1.4 0.2
113 "Escaped" "Pyrus" 3 10 0 6 NA 0 "yes" 0.6 0
113 "Escaped" "Pyrus" 4 10 0 8 NA 0 "yes" 0.8 0
113 "Escaped" "Pyrus" 5 10 0 10 NA 5 "yes" 1 0
113 "Escaped" "Pyrus" 6 10 0 6 NA 0 "yes" 0.6 0
113 "Escaped" "Pyrus" 7 10 0 7 NA 0 "yes" 0.7 0
113 "Escaped" "Pyrus" 8 10 0 5 NA 0 "yes" 0.5 0
114 "Not escaped" "Malus" 1 10 0 10 NA 4 "no" 1 0
114 "Not escaped" "Malus" 2 10 0 13 NA 0 "no" 1.3 0
114 "Not escaped" "Malus" 3 10 0 9 NA 5 "no" 0.9 0
114 "Not escaped" "Malus" 4 10 0 13 NA 1 "no" 1.3 0
114 "Not escaped" "Malus" 5 10 1 11 0.6 0 "no" 1.1 0.1
114 "Not escaped" "Malus" 6 10 3 11 1.5 1 "no" 1.1 0.3
114 "Not escaped" "Malus" 7 10 2 10 0.3 2 "no" 1 0.2
114 "Not escaped" "Malus" 8 10 0 10 NA 7 "no" 1 0
115 "Escaped" "Malus" 1 10 0 12 NA 5 "no" 1.2 0
115 "Escaped" "Malus" 2 10 0 13 NA 1 "no" 1.3 0
115 "Escaped" "Malus" 3 10 2 15 1.4 3 "no" 1.5 0.2
115 "Escaped" "Malus" 4 10 4 11 2.4 2 "no" 1.1 0.4
115 "Escaped" "Malus" 5 10 4 14 0.6 4 "no" 1.4 0.4
115 "Escaped" "Malus" 6 10 2 10 1.4 2 "no" 1 0.2
115 "Escaped" "Malus" 7 10 5 13 1.7 3 "no" 1.3 0.5
115 "Escaped" "Malus" 8 10 0 8 NA 1 "no" 0.8 0
115 "Escaped" "Malus" 1 10 0 10 NA 2 "yes" 1 0
115 "Escaped" "Malus" 2 10 0 7 NA 0 "yes" 0.7 0
115 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0.7 0
115 "Escaped" "Malus" 4 10 0 6 NA 1 "yes" 0.6 0
115 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 0.8 0
115 "Escaped" "Malus" 6 10 0 8 NA 1 "yes" 0.8 0
115 "Escaped" "Malus" 7 10 2 9 1.2 1 "yes" 0.9 0.2
115 "Escaped" "Malus" 8 10 0 8 NA 1 "yes" 0.8 0
118 "Not escaped" "Malus" 1 10 0 9 NA 3 "no" 0.9 0
118 "Not escaped" "Malus" 2 9 3 7 0.2 1 "no" 0.777777777777778 0.333333333333333
118 "Not escaped" "Malus" 3 10 4 8 1 1 "no" 0.8 0.4
118 "Not escaped" "Malus" 4 10 5 5 2.5 1 "no" 0.5 0.5
118 "Not escaped" "Malus" 5 10 5 11 3.6 2 "no" 1.1 0.5
118 "Not escaped" "Malus" 6 10 2 8 1 4 "no" 0.8 0.2
118 "Not escaped" "Malus" 7 10 3 14 2 6 "no" 1.4 0.3
118 "Not escaped" "Malus" 8 10 4 9 1.6 3 "no" 0.9 0.4
119 "Escaped" "Malus" 1 10 0 12 NA 2 "no" 1.2 0
119 "Escaped" "Malus" 2 10 1 27 0.5 12 "no" 2.7 0.1
119 "Escaped" "Malus" 3 10 0 8 NA 1 "no" 0.8 0
119 "Escaped" "Malus" 4 10 0 8 NA 2 "no" 0.8 0
119 "Escaped" "Malus" 5 10 0 11 NA 2 "no" 1.1 0
119 "Escaped" "Malus" 6 10 1 27 0.9 6 "no" 2.7 0.1
119 "Escaped" "Malus" 7 10 4 13 2.2 2 "no" 1.3 0.4
119 "Escaped" "Malus" 8 10 3 14 0.4 2 "no" 1.4 0.3
119 "Escaped" "Malus" 1 10 1 11 0.4 1 "yes" 1.1 0.1
119 "Escaped" "Malus" 2 10 0 7 NA 0 "yes" 0.7 0
119 "Escaped" "Malus" 3 10 0 8 NA 0 "yes" 0.8 0
119 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0.8 0
119 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 0.8 0
119 "Escaped" "Malus" 6 10 1 6 1 1 "yes" 0.6 0.1
119 "Escaped" "Malus" 7 10 0 10 NA 0 "yes" 1 0
119 "Escaped" "Malus" 8 10 0 12 NA 0 "yes" 1.2 0
120 "Not escaped" "Malus" 1 10 0 9 NA 5 "no" 0.9 0
120 "Not escaped" "Malus" 2 7.5 0 5 NA 4 "no" 0.666666666666667 0
120 "Not escaped" "Malus" 3 10 0 8 NA 5 "no" 0.8 0
120 "Not escaped" "Malus" 4 10 1 9 0.4 6 "no" 0.9 0.1
120 "Not escaped" "Malus" 5 10 2 10 0.6 4 "no" 1 0.2
120 "Not escaped" "Malus" 6 10 2 6 1 2 "no" 0.6 0.2
120 "Not escaped" "Malus" 7 10 3 10 1 4 "no" 1 0.3
120 "Not escaped" "Malus" 8 8 1 9 0.6 2 "no" 1.125 0.125
121 "Escaped" "Malus" 1 10 0 8 NA 4 "no" 0.8 0
121 "Escaped" "Malus" 2 10 0 10 NA 4 "no" 1 0
121 "Escaped" "Malus" 3 10 0 9 NA 3 "no" 0.9 0
121 "Escaped" "Malus" 4 10 1 16 0.6 7 "no" 1.6 0.1
121 "Escaped" "Malus" 5 10 1 11 1.2 4 "no" 1.1 0.1
121 "Escaped" "Malus" 6 10 0 13 NA 2 "no" 1.3 0
121 "Escaped" "Malus" 7 10 0 20 NA 8 "no" 2 0
121 "Escaped" "Malus" 8 10 0 6 NA 2 "no" 0.6 0
121 "Escaped" "Malus" 1 10 0 8 NA 3 "yes" 0.8 0
121 "Escaped" "Malus" 2 10 0 4 NA 1 "yes" 0.4 0
121 "Escaped" "Malus" 3 10 0 5 NA 1 "yes" 0.5 0
121 "Escaped" "Malus" 4 10 1 8 0.7 1 "yes" 0.8 0.1
121 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 0.8 0
121 "Escaped" "Malus" 6 10 0 8 NA 2 "yes" 0.8 0
121 "Escaped" "Malus" 7 10 0 10 NA 2 "yes" 1 0
121 "Escaped" "Malus" 8 10 0 6 NA 0 "yes" 0.6 0
122 "Not escaped" "Malus" 1 10 2 8 0.9 3 "no" 0.8 0.2
122 "Not escaped" "Malus" 2 10 4 12 0.6 10 "no" 1.2 0.4
122 "Not escaped" "Malus" 3 10 2 8 1.3 6 "no" 0.8 0.2
122 "Not escaped" "Malus" 4 10 0 11 NA 4 "no" 1.1 0
122 "Not escaped" "Malus" 5 10 4 6 1.1 5 "no" 0.6 0.4
122 "Not escaped" "Malus" 6 10 5 4 2.8 3 "no" 0.4 0.5
122 "Not escaped" "Malus" 7 10 4 14 1.5 9 "no" 1.4 0.4
122 "Not escaped" "Malus" 8 10 1 8 0.7 2 "no" 0.8 0.1
123 "Escaped" "Malus" 1 10 1 21 1.3 6 "no" 2.1 0.1
123 "Escaped" "Malus" 2 10 0 10 NA 2 "no" 1 0
123 "Escaped" "Malus" 3 10 3 10 0.9 4 "no" 1 0.3
123 "Escaped" "Malus" 4 10 0 7 NA 3 "no" 0.7 0
123 "Escaped" "Malus" 5 10 0 7 NA 3 "no" 0.7 0
123 "Escaped" "Malus" 6 10 0 11 NA 4 "no" 1.1 0
123 "Escaped" "Malus" 7 10 0 9 NA 3 "no" 0.9 0
123 "Escaped" "Malus" 8 10 0 14 NA 0 "no" 1.4 0
123 "Escaped" "Malus" 1 10 0 6 NA 0 "yes" 0.6 0
123 "Escaped" "Malus" 2 10 0 7 NA 0 "yes" 0.7 0
123 "Escaped" "Malus" 3 10 0 5 NA 2 "yes" 0.5 0
123 "Escaped" "Malus" 4 10 0 9 NA 0 "yes" 0.9 0
123 "Escaped" "Malus" 5 10 0 7 NA 0 "yes" 0.7 0
123 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0.5 0
123 "Escaped" "Malus" 7 10 0 6 NA 0 "yes" 0.6 0
123 "Escaped" "Malus" 8 10 0 5 NA 0 "yes" 0.5 0
125 "Not escaped" "Malus" 1 10 9 15 1.9 9 "no" 1.5 0.9
125 "Not escaped" "Malus" 2 10 7 8 2.6 4 "no" 0.8 0.7
125 "Not escaped" "Malus" 3 10 8 9 1.4 3 "no" 0.9 0.8
125 "Not escaped" "Malus" 4 10 5 23 0.9 6 "no" 2.3 0.5
125 "Not escaped" "Malus" 5 10 1 4 3.8 0 "no" 0.4 0.1
125 "Not escaped" "Malus" 6 10 3 10 0.8 6 "no" 1 0.3
125 "Not escaped" "Malus" 7 10 3 13 1 6 "no" 1.3 0.3
125 "Not escaped" "Malus" 8 10 3 11 3.4 3 "no" 1.1 0.3
126 "Escaped" "Malus" 1 10 2 11 1.5 2 "no" 1.1 0.2
126 "Escaped" "Malus" 2 10 3 11 1.3 4 "no" 1.1 0.3
126 "Escaped" "Malus" 3 10 0 6 NA 3 "no" 0.6 0
126 "Escaped" "Malus" 4 10 2 8 3 2 "no" 0.8 0.2
126 "Escaped" "Malus" 5 10 0 8 NA 0 "no" 0.8 0
126 "Escaped" "Malus" 6 10 0 9 NA 1 "no" 0.9 0
126 "Escaped" "Malus" 7 10 3 12 1.2 2 "no" 1.2 0.3
126 "Escaped" "Malus" 8 10 0 9 NA 2 "no" 0.9 0
126 "Escaped" "Malus" 1 10 0 1 NA 1 "yes" 0.1 0
126 "Escaped" "Malus" 2 10 0 6 NA 2 "yes" 0.6 0
126 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0.7 0
126 "Escaped" "Malus" 4 10 0 10 NA 0 "yes" 1 0
126 "Escaped" "Malus" 5 10 0 7 NA 0 "yes" 0.7 0
126 "Escaped" "Malus" 6 10 0 7 NA 1 "yes" 0.7 0
126 "Escaped" "Malus" 7 10 0 8 NA 1 "yes" 0.8 0
126 "Escaped" "Malus" 8 10 0 8 NA 0 "yes" 0.8 0
128 "Not escaped" "Prunus" 1 10 0 3 NA 3 "no" 0.3 0
128 "Not escaped" "Prunus" 2 10 0 8 NA 2 "no" 0.8 0
128 "Not escaped" "Prunus" 3 10 1 9 0.6 4 "no" 0.9 0.1
128 "Not escaped" "Prunus" 4 10 1 9 1.4 4 "no" 0.9 0.1
128 "Not escaped" "Prunus" 5 10 0 15 NA 6 "no" 1.5 0
128 "Not escaped" "Prunus" 6 10 0 7 NA 3 "no" 0.7 0
128 "Not escaped" "Prunus" 7 10 0 7 NA 3 "no" 0.7 0
128 "Not escaped" "Prunus" 8 10 0 9 NA 7 "no" 0.9 0
129 "Escaped" "Prunus" 1 10 2 12 4.2 3 "no" 1.2 0.2
129 "Escaped" "Prunus" 2 10 5 15 3.2 5 "no" 1.5 0.5
129 "Escaped" "Prunus" 3 10 9 8 2.3 3 "no" 0.8 0.9
129 "Escaped" "Prunus" 4 10 1 3 6.8 0 "no" 0.3 0.1
129 "Escaped" "Prunus" 5 10 1 7 2.5 4 "no" 0.7 0.1
129 "Escaped" "Prunus" 6 10 4 9 1 4 "no" 0.9 0.4
129 "Escaped" "Prunus" 7 10 4 20 1 13 "no" 2 0.4
129 "Escaped" "Prunus" 8 10 2 20 1.7 11 "no" 2 0.2
129 "Escaped" "Prunus" 1 10 0 7 NA 0 "yes" 0.7 0
129 "Escaped" "Prunus" 2 10 1 8 1.8 3 "yes" 0.8 0.1
129 "Escaped" "Prunus" 3 10 0 10 NA 0 "yes" 1 0
129 "Escaped" "Prunus" 4 10 0 9 NA 1 "yes" 0.9 0
129 "Escaped" "Prunus" 5 10 0 8 NA 1 "yes" 0.8 0
129 "Escaped" "Prunus" 6 10 0 7 NA 0 "yes" 0.7 0
129 "Escaped" "Prunus" 7 10 0 7 NA 0 "yes" 0.7 0
129 "Escaped" "Prunus" 8 10 0 8 NA 1 "yes" 0.8 0
131 "Not escaped" "Malus" 1 10 2 13 2.4 6 "no" 1.3 0.2
131 "Not escaped" "Malus" 2 9.5 0 14 NA 4 "no" 1.47368421052632 0
131 "Not escaped" "Malus" 3 9.5 1 6 0.9 2 "no" 0.631578947368421 0.105263157894737
131 "Not escaped" "Malus" 4 10 0 9 NA 0 "no" 0.9 0
131 "Not escaped" "Malus" 5 10 0 8 NA 3 "no" 0.8 0
131 "Not escaped" "Malus" 6 10 1 11 0.5 1 "no" 1.1 0.1
131 "Not escaped" "Malus" 7 10 3 10 1.6 5 "no" 1 0.3
131 "Not escaped" "Malus" 8 10 0 11 NA 0 "no" 1.1 0
132 "Not escaped" "Malus" 1 10 5 11 2.1 5 "no" 1.1 0.5
132 "Not escaped" "Malus" 2 10 0 6 NA 1 "no" 0.6 0
132 "Not escaped" "Malus" 3 10 1 22 1 8 "no" 2.2 0.1
132 "Not escaped" "Malus" 4 10 1 6 0.4 3 "no" 0.6 0.1
132 "Not escaped" "Malus" 5 10 4 11 0.6 11 "no" 1.1 0.4
132 "Not escaped" "Malus" 6 10 0 5 NA 5 "no" 0.5 0
132 "Not escaped" "Malus" 7 10 0 10 NA 3 "no" 1 0
132 "Not escaped" "Malus" 8 10 0 9 NA 1 "no" 0.9 0
133 "Escaped" "Malus" 1 10 4 19 2.5 8 "no" 1.9 0.4
133 "Escaped" "Malus" 2 9 1 9 0.5 3 "no" 1 0.111111111111111
133 "Escaped" "Malus" 3 10 2 8 3.8 0 "no" 0.8 0.2
133 "Escaped" "Malus" 4 10 1 12 0.4 4 "no" 1.2 0.1
133 "Escaped" "Malus" 5 10 0 8 NA 0 "no" 0.8 0
133 "Escaped" "Malus" 6 10 0 12 NA 2 "no" 1.2 0
133 "Escaped" "Malus" 7 10 1 14 0.9 1 "no" 1.4 0.1
133 "Escaped" "Malus" 8 10 1 8 0.9 1 "no" 0.8 0.1
133 "Escaped" "Malus" 1 10 0 10 NA 0 "yes" 1 0
133 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0.6 0
133 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0.7 0
133 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0.8 0
133 "Escaped" "Malus" 5 10 0 6 NA 0 "yes" 0.6 0
133 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 0.7 0
133 "Escaped" "Malus" 7 10 0 6 NA 1 "yes" 0.6 0
133 "Escaped" "Malus" 8 10 0 8 NA 0 "yes" 0.8 0
134 "Escaped" "Malus" 1 10 2 8 3.2 4 "no" 0.8 0.2
134 "Escaped" "Malus" 2 10 0 7 NA 4 "no" 0.7 0
