"N_Protocol" "Status" "Species" "Branch_N" "Length" "N_Thorns" "N_Twigs" "Longest_thorn" "N_browsed_Twigs" "Branch_esc" "BDI" "Thorn_density"
57 "Not escaped" "Malus" 5 10 6 10 2.2 2 "no" 1 0.6
57 "Not escaped" "Malus" 6 8 1 9 0.6 5 "no" 1.125 0.125
57 "Not escaped" "Malus" 7 8 0 10 NA 6 "no" 1.25 0
57 "Not escaped" "Malus" 8 10 1 12 0.6 4 "no" 1.2 0.1
58 "Escaped" "Malus" 1 10 0 7 NA 3 "no" 0.7 0
58 "Escaped" "Malus" 2 10 3 8 1.3 3 "no" 0.8 0.3
58 "Escaped" "Malus" 3 10 0 5 NA 3 "no" 0.5 0
58 "Escaped" "Malus" 4 10 3 8 1.9 4 "no" 0.8 0.3
58 "Escaped" "Malus" 5 10 1 7 1.7 2 "no" 0.7 0.1
58 "Escaped" "Malus" 6 10 0 10 NA 7 "no" 1 0
58 "Escaped" "Malus" 7 10 2 8 0.4 2 "no" 0.8 0.2
58 "Escaped" "Malus" 8 10 0 6 NA 3 "no" 0.6 0
58 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0.7 0
58 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0.6 0
58 "Escaped" "Malus" 3 10 0 5 NA 0 "yes" 0.5 0
58 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0.8 0
58 "Escaped" "Malus" 5 10 0 10 NA 0 "yes" 1 0
58 "Escaped" "Malus" 6 10 0 10 NA 0 "yes" 1 0
58 "Escaped" "Malus" 7 10 0 1 NA 0 "yes" 0.1 0
58 "Escaped" "Malus" 8 10 0 1 NA 0 "yes" 0.1 0
59 "Not escaped" "Malus" 1 10 2 5 0.6 1 "no" 0.5 0.2
59 "Not escaped" "Malus" 2 7.5 3 8 3 3 "no" 1.06666666666667 0.4
59 "Not escaped" "Malus" 3 8 0 3 NA 3 "no" 0.375 0
59 "Not escaped" "Malus" 4 10 0 4 NA 1 "no" 0.4 0
59 "Not escaped" "Malus" 5 10 3 6 0.9 1 "no" 0.6 0.3
59 "Not escaped" "Malus" 6 10 1 4 2.6 2 "no" 0.4 0.1
59 "Not escaped" "Malus" 7 10 0 8 NA 5 "no" 0.8 0
59 "Not escaped" "Malus" 8 9 4 9 3.9 3 "no" 1 0.444444444444444
60 "Escaped" "Malus" 1 10 2 9 0.6 4 "no" 0.9 0.2
60 "Escaped" "Malus" 2 10 2 8 1.7 3 "no" 0.8 0.2
60 "Escaped" "Malus" 3 10 0 8 NA 1 "no" 0.8 0
60 "Escaped" "Malus" 4 10 0 5 NA 1 "no" 0.5 0
60 "Escaped" "Malus" 5 10 0 2 NA 2 "no" 0.2 0
60 "Escaped" "Malus" 6 10 0 4 NA 0 "no" 0.4 0
60 "Escaped" "Malus" 7 8 0 6 NA 4 "no" 0.75 0
60 "Escaped" "Malus" 8 10 0 5 NA 0 "no" 0.5 0
60 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0.7 0
60 "Escaped" "Malus" 2 10 0 8 NA 0 "yes" 0.8 0
60 "Escaped" "Malus" 3 10 0 10 NA 0 "yes" 1 0
60 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0.8 0
60 "Escaped" "Malus" 5 10 0 7 NA 1 "yes" 0.7 0
60 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0.5 0
60 "Escaped" "Malus" 7 10 0 7 NA 0 "yes" 0.7 0
60 "Escaped" "Malus" 8 10 0 8 NA 1 "yes" 0.8 0
61 "Not escaped" "Malus" 1 10 1 14 2.2 6 "no" 1.4 0.1
61 "Not escaped" "Malus" 2 10 4 14 0.9 6 "no" 1.4 0.4
61 "Not escaped" "Malus" 3 10 8 6 1.2 3 "no" 0.6 0.8
61 "Not escaped" "Malus" 4 10 2 9 0.4 5 "no" 0.9 0.2
61 "Not escaped" "Malus" 5 10 0 9 NA 3 "no" 0.9 0
61 "Not escaped" "Malus" 6 10 2 5 0.6 1 "no" 0.5 0.2
61 "Not escaped" "Malus" 7 10 0 7 NA 2 "no" 0.7 0
61 "Not escaped" "Malus" 8 10 0 7 NA 2 "no" 0.7 0
62 "Escaped" "Malus" 1 10 0 3 NA 1 "no" 0.3 0
62 "Escaped" "Malus" 2 10 3 9 0.5 4 "no" 0.9 0.3
62 "Escaped" "Malus" 3 9.5 2 7 2.1 5 "no" 0.736842105263158 0.210526315789474
62 "Escaped" "Malus" 4 10 1 5 0.8 3 "no" 0.5 0.1
62 "Escaped" "Malus" 5 8.5 1 6 5.2 5 "no" 0.705882352941177 0.117647058823529
62 "Escaped" "Malus" 6 10 2 6 1.9 6 "no" 0.6 0.2
62 "Escaped" "Malus" 7 10 0 4 NA 2 "no" 0.4 0
62 "Escaped" "Malus" 8 10 3 13 1.1 9 "no" 1.3 0.3
62 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0.7 0
62 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0.6 0
62 "Escaped" "Malus" 3 10 0 6 NA 0 "yes" 0.6 0
62 "Escaped" "Malus" 4 10 0 6 NA 0 "yes" 0.6 0
62 "Escaped" "Malus" 5 10 1 6 1.1 1 "yes" 0.6 0.1
62 "Escaped" "Malus" 6 10 1 3 0.4 2 "yes" 0.3 0.1
62 "Escaped" "Malus" 7 10 0 6 NA 0 "yes" 0.6 0
62 "Escaped" "Malus" 8 10 0 7 NA 1 "yes" 0.7 0
70 "Escaped" "Prunus" 1 10 0 7 NA 7 "no" 0.7 0
70 "Escaped" "Prunus" 2 10 1 5 0.4 2 "no" 0.5 0.1
70 "Escaped" "Prunus" 3 10 1 6 1.6 1 "no" 0.6 0.1
70 "Escaped" "Prunus" 4 10 1 4 3 1 "no" 0.4 0.1
70 "Escaped" "Prunus" 5 10 1 8 0.5 5 "no" 0.8 0.1
70 "Escaped" "Prunus" 6 10 1 5 2.6 2 "no" 0.5 0.1
70 "Escaped" "Prunus" 7 10 1 1 1 1 "no" 0.1 0.1
70 "Escaped" "Prunus" 8 10 0 6 NA 2 "no" 0.6 0
70 "Escaped" "Prunus" 1 10 1 5 2 0 "yes" 0.5 0.1
70 "Escaped" "Prunus" 2 10 3 4 1.1 1 "yes" 0.4 0.3
70 "Escaped" "Prunus" 3 10 0 5 NA 1 "yes" 0.5 0
70 "Escaped" "Prunus" 4 10 0 5 NA 2 "yes" 0.5 0
70 "Escaped" "Prunus" 5 10 1 4 3.6 0 "yes" 0.4 0.1
70 "Escaped" "Prunus" 6 10 2 3 2.5 0 "yes" 0.3 0.2
70 "Escaped" "Prunus" 7 10 0 4 NA 0 "yes" 0.4 0
70 "Escaped" "Prunus" 8 10 1 5 1.8 0 "yes" 0.5 0.1
71 "Escaped" "Prunus" 1 8.5 0 1 NA 1 "no" 0.117647058823529 0
71 "Escaped" "Prunus" 2 10 1 2 1.2 1 "no" 0.2 0.1
71 "Escaped" "Prunus" 3 10 1 9 0.7 1 "no" 0.9 0.1
71 "Escaped" "Prunus" 4 10 0 4 NA 1 "no" 0.4 0
71 "Escaped" "Prunus" 5 10 0 6 NA 2 "no" 0.6 0
71 "Escaped" "Prunus" 6 10 2 6 1.4 2 "no" 0.6 0.2
71 "Escaped" "Prunus" 7 10 2 6 3.3 3 "no" 0.6 0.2
71 "Escaped" "Prunus" 8 10 1 9 0.3 5 "no" 0.9 0.1
71 "Escaped" "Prunus" 1 10 0 1 NA 0 "yes" 0.1 0
71 "Escaped" "Prunus" 2 10 1 3 2.3 0 "yes" 0.3 0.1
71 "Escaped" "Prunus" 3 10 0 3 NA 0 "yes" 0.3 0
71 "Escaped" "Prunus" 4 10 0 3 NA 1 "yes" 0.3 0
71 "Escaped" "Prunus" 5 10 0 2 NA 1 "yes" 0.2 0
71 "Escaped" "Prunus" 6 10 0 1 NA 0 "yes" 0.1 0
71 "Escaped" "Prunus" 7 10 0 2 NA 0 "yes" 0.2 0
71 "Escaped" "Prunus" 8 10 0 3 NA 0 "yes" 0.3 0
72 "Escaped" "Malus" 1 10 5 4 1.4 4 "no" 0.4 0.5
72 "Escaped" "Malus" 2 10 4 5 1 3 "no" 0.5 0.4
72 "Escaped" "Malus" 3 10 1 6 0.7 4 "no" 0.6 0.1
72 "Escaped" "Malus" 4 10 4 8 1.2 2 "no" 0.8 0.4
72 "Escaped" "Malus" 5 9 1 7 0.4 4 "no" 0.777777777777778 0.111111111111111
72 "Escaped" "Malus" 6 10 2 10 1.1 3 "no" 1 0.2
72 "Escaped" "Malus" 7 10 0 3 NA 1 "no" 0.3 0
72 "Escaped" "Malus" 8 10 1 6 1.3 2 "no" 0.6 0.1
72 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0.7 0
72 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0.6 0
72 "Escaped" "Malus" 3 10 0 5 NA 0 "yes" 0.5 0
72 "Escaped" "Malus" 4 10 0 5 NA 0 "yes" 0.5 0
72 "Escaped" "Malus" 5 10 0 8 NA 1 "yes" 0.8 0
72 "Escaped" "Malus" 6 10 0 8 NA 0 "yes" 0.8 0
72 "Escaped" "Malus" 7 10 0 6 NA 1 "yes" 0.6 0
72 "Escaped" "Malus" 8 10 0 11 NA 1 "yes" 1.1 0
73 "Not escaped" "Malus" 1 10 1 10 2.2 4 "no" 1 0.1
73 "Not escaped" "Malus" 2 10 4 7 2.2 1 "no" 0.7 0.4
73 "Not escaped" "Malus" 3 10 6 17 2.4 6 "no" 1.7 0.6
73 "Not escaped" "Malus" 4 9 3 8 1.4 2 "no" 0.888888888888889 0.333333333333333
73 "Not escaped" "Malus" 5 10 3 9 1.4 3 "no" 0.9 0.3
73 "Not escaped" "Malus" 6 10 4 19 2 7 "no" 1.9 0.4
73 "Not escaped" "Malus" 7 8 3 7 0.9 1 "no" 0.875 0.375
73 "Not escaped" "Malus" 8 10 0 6 NA 1 "no" 0.6 0
74 "Not escaped" "Malus" 1 10 0 9 NA 4 "no" 0.9 0
74 "Not escaped" "Malus" 2 10 10 11 2.1 6 "no" 1.1 1
74 "Not escaped" "Malus" 3 9.5 2 5 2.3 3 "no" 0.526315789473684 0.210526315789474
74 "Not escaped" "Malus" 4 10 2 4 1.5 0 "no" 0.4 0.2
74 "Not escaped" "Malus" 5 10 2 10 1 4 "no" 1 0.2
74 "Not escaped" "Malus" 6 10 3 8 1 1 "no" 0.8 0.3
74 "Not escaped" "Malus" 7 10 0 8 NA 4 "no" 0.8 0
74 "Not escaped" "Malus" 8 8.7 7 10 2.1 5 "no" 1.14942528735632 0.804597701149425
75 "Escaped" "Malus" 1 10 3 7 1.1 3 "no" 0.7 0.3
75 "Escaped" "Malus" 2 10 1 7 0.8 1 "no" 0.7 0.1
75 "Escaped" "Malus" 3 10 6 12 1.4 3 "no" 1.2 0.6
75 "Escaped" "Malus" 4 10 5 15 1.4 5 "no" 1.5 0.5
75 "Escaped" "Malus" 5 10 5 15 1 3 "no" 1.5 0.5
75 "Escaped" "Malus" 6 10 4 14 1 3 "no" 1.4 0.4
75 "Escaped" "Malus" 7 10 2 12 0.6 5 "no" 1.2 0.2
75 "Escaped" "Malus" 8 9 4 7 0.6 0 "no" 0.777777777777778 0.444444444444444
75 "Escaped" "Malus" 1 10 0 6 NA 0 "yes" 0.6 0
75 "Escaped" "Malus" 2 10 0 7 NA 0 "yes" 0.7 0
75 "Escaped" "Malus" 3 10 0 5 NA 0 "yes" 0.5 0
75 "Escaped" "Malus" 4 10 0 6 NA 1 "yes" 0.6 0
75 "Escaped" "Malus" 5 10 0 6 NA 0 "yes" 0.6 0
75 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 0.7 0
75 "Escaped" "Malus" 7 10 0 13 NA 0 "yes" 1.3 0
75 "Escaped" "Malus" 8 10 0 6 NA 0 "yes" 0.6 0
82 "Escaped" "Malus" 1 10 0 8 NA 1 "no" 0.8 0
82 "Escaped" "Malus" 2 10 0 9 NA 1 "no" 0.9 0
82 "Escaped" "Malus" 3 10 0 9 NA 2 "no" 0.9 0
82 "Escaped" "Malus" 4 10 1 12 1 2 "no" 1.2 0.1
82 "Escaped" "Malus" 5 10 0 9 NA 1 "no" 0.9 0
82 "Escaped" "Malus" 6 10 4 12 3 3 "no" 1.2 0.4
82 "Escaped" "Malus" 7 10 5 4 0.4 3 "no" 0.4 0.5
82 "Escaped" "Malus" 8 10 3 12 2.2 2 "no" 1.2 0.3
82 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0.7 0
82 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0.6 0
82 "Escaped" "Malus" 3 10 0 9 NA 0 "yes" 0.9 0
82 "Escaped" "Malus" 4 10 0 5 NA 0 "yes" 0.5 0
82 "Escaped" "Malus" 5 10 0 7 NA 0 "yes" 0.7 0
82 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0.5 0
82 "Escaped" "Malus" 7 10 0 6 NA 0 "yes" 0.6 0
82 "Escaped" "Malus" 8 10 0 5 NA 0 "yes" 0.5 0
83 "Escaped" "Malus" 1 8 1 5 0.2 1 "no" 0.625 0.125
83 "Escaped" "Malus" 2 10 2 6 0.4 2 "no" 0.6 0.2
83 "Escaped" "Malus" 3 7 0 5 NA 4 "no" 0.714285714285714 0
83 "Escaped" "Malus" 4 10 3 8 0.6 4 "no" 0.8 0.3
83 "Escaped" "Malus" 5 10 1 10 0.2 2 "no" 1 0.1
83 "Escaped" "Malus" 6 10 1 3 0.8 2 "no" 0.3 0.1
83 "Escaped" "Malus" 7 10 0 9 NA 2 "no" 0.9 0
83 "Escaped" "Malus" 8 10 2 5 4.2 1 "no" 0.5 0.2
83 "Escaped" "Malus" 1 10 0 6 NA 1 "yes" 0.6 0
83 "Escaped" "Malus" 2 10 0 5 NA 0 "yes" 0.5 0
83 "Escaped" "Malus" 3 10 0 5 NA 0 "yes" 0.5 0
83 "Escaped" "Malus" 4 10 0 6 NA 0 "yes" 0.6 0
83 "Escaped" "Malus" 5 10 0 7 NA 0 "yes" 0.7 0
83 "Escaped" "Malus" 6 10 0 7 NA 1 "yes" 0.7 0
83 "Escaped" "Malus" 7 10 1 5 3.5 0 "yes" 0.5 0.1
83 "Escaped" "Malus" 8 10 0 5 NA 0 "yes" 0.5 0
84 "Not escaped" "Malus" 1 10 3 2 0.6 2 "no" 0.2 0.3
84 "Not escaped" "Malus" 2 10 0 12 NA 10 "no" 1.2 0
84 "Not escaped" "Malus" 3 9 0 3 NA 2 "no" 0.333333333333333 0
84 "Not escaped" "Malus" 4 10 0 6 NA 3 "no" 0.6 0
84 "Not escaped" "Malus" 5 10 1 6 0.2 3 "no" 0.6 0.1
84 "Not escaped" "Malus" 6 10 3 7 0.7 4 "no" 0.7 0.3
84 "Not escaped" "Malus" 7 10 0 15 NA 12 "no" 1.5 0
84 "Not escaped" "Malus" 8 7.5 0 4 NA 3 "no" 0.533333333333333 0
85 "Not escaped" "Malus" 1 10 0 5 NA 2 "no" 0.5 0
85 "Not escaped" "Malus" 2 10 0 10 NA 6 "no" 1 0
85 "Not escaped" "Malus" 3 10 0 5 NA 3 "no" 0.5 0
85 "Not escaped" "Malus" 4 10 0 4 NA 2 "no" 0.4 0
85 "Not escaped" "Malus" 5 10 0 8 NA 5 "no" 0.8 0
85 "Not escaped" "Malus" 6 10 0 4 NA 3 "no" 0.4 0
85 "Not escaped" "Malus" 7 10 1 11 0.8 7 "no" 1.1 0.1
85 "Not escaped" "Malus" 8 10 0 8 NA 4 "no" 0.8 0
86 "Escaped" "Malus" 1 10 3 16 2.9 6 "no" 1.6 0.3
86 "Escaped" "Malus" 2 10 0 6 NA 1 "no" 0.6 0
86 "Escaped" "Malus" 3 10 0 5 NA 2 "no" 0.5 0
86 "Escaped" "Malus" 4 10 0 5 NA 0 "no" 0.5 0
86 "Escaped" "Malus" 5 10 2 6 2.5 1 "no" 0.6 0.2
86 "Escaped" "Malus" 6 8.5 0 4 NA 1 "no" 0.470588235294118 0
86 "Escaped" "Malus" 7 10 0 5 NA 1 "no" 0.5 0
86 "Escaped" "Malus" 8 10 1 7 0.5 3 "no" 0.7 0.1
86 "Escaped" "Malus" 1 10 0 6 NA 0 "yes" 0.6 0
86 "Escaped" "Malus" 2 10 0 4 NA 0 "yes" 0.4 0
86 "Escaped" "Malus" 3 10 0 6 NA 0 "yes" 0.6 0
86 "Escaped" "Malus" 4 10 0 7 NA 0 "yes" 0.7 0
86 "Escaped" "Malus" 5 10 0 11 NA 0 "yes" 1.1 0
86 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 0.7 0
86 "Escaped" "Malus" 7 10 0 4 NA 0 "yes" 0.4 0
86 "Escaped" "Malus" 8 10 0 4 NA 0 "yes" 0.4 0
87 "Not escaped" "Malus" 1 10 0 5 NA 1 "no" 0.5 0
87 "Not escaped" "Malus" 2 10 1 10 0.4 5 "no" 1 0.1
87 "Not escaped" "Malus" 3 10 1 12 0.6 2 "no" 1.2 0.1
87 "Not escaped" "Malus" 4 10 2 5 0.5 3 "no" 0.5 0.2
87 "Not escaped" "Malus" 5 10 2 10 0.7 5 "no" 1 0.2
87 "Not escaped" "Malus" 6 10 0 3 NA 1 "no" 0.3 0
87 "Not escaped" "Malus" 7 10 0 4 NA 0 "no" 0.4 0
87 "Not escaped" "Malus" 8 10 1 9 0.2 0 "no" 0.9 0.1
88 "Escaped" "Malus" 1 10 3 10 0.5 5 "no" 1 0.3
88 "Escaped" "Malus" 2 10 0 12 NA 3 "no" 1.2 0
88 "Escaped" "Malus" 3 10 4 6 1 0 "no" 0.6 0.4
88 "Escaped" "Malus" 4 10 0 9 NA 5 "no" 0.9 0
88 "Escaped" "Malus" 5 10 6 16 1.4 8 "no" 1.6 0.6
88 "Escaped" "Malus" 6 10 1 10 0.9 7 "no" 1 0.1
88 "Escaped" "Malus" 7 9 0 12 NA 10 "no" 1.33333333333333 0
88 "Escaped" "Malus" 8 10 0 9 NA 2 "no" 0.9 0
88 "Escaped" "Malus" 1 10 0 7 NA 0 "yes" 0.7 0
88 "Escaped" "Malus" 2 10 0 5 NA 0 "yes" 0.5 0
88 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0.7 0
88 "Escaped" "Malus" 4 10 0 5 NA 1 "yes" 0.5 0
88 "Escaped" "Malus" 5 10 0 6 NA 0 "yes" 0.6 0
88 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0.5 0
88 "Escaped" "Malus" 7 10 1 2 0.2 1 "yes" 0.2 0.1
88 "Escaped" "Malus" 8 10 0 6 NA 0 "yes" 0.6 0
89 "Not escaped" "Malus" 1 10 0 8 NA 2 "no" 0.8 0
89 "Not escaped" "Malus" 2 10 4 8 2 1 "no" 0.8 0.4
89 "Not escaped" "Malus" 3 10 0 8 NA 1 "no" 0.8 0
89 "Not escaped" "Malus" 4 10 0 5 NA 1 "no" 0.5 0
89 "Not escaped" "Malus" 5 8 1 5 1.1 2 "no" 0.625 0.125
89 "Not escaped" "Malus" 6 10 0 6 NA 1 "no" 0.6 0
89 "Not escaped" "Malus" 7 10 1 8 0.3 2 "no" 0.8 0.1
89 "Not escaped" "Malus" 8 10 0 8 NA 0 "no" 0.8 0
90 "Escaped" "Malus" 1 9 0 3 NA 1 "no" 0.333333333333333 0
90 "Escaped" "Malus" 2 10 1 8 0.3 1 "no" 0.8 0.1
90 "Escaped" "Malus" 3 10 3 10 1.4 1 "no" 1 0.3
90 "Escaped" "Malus" 4 10 0 7 NA 1 "no" 0.7 0
90 "Escaped" "Malus" 5 10 1 4 0.6 2 "no" 0.4 0.1
90 "Escaped" "Malus" 6 10 3 14 1 4 "no" 1.4 0.3
90 "Escaped" "Malus" 7 10 0 5 NA 0 "no" 0.5 0
90 "Escaped" "Malus" 8 10 4 7 1.2 3 "no" 0.7 0.4
90 "Escaped" "Malus" 1 10 0 8 NA 2 "yes" 0.8 0
90 "Escaped" "Malus" 2 10 0 5 NA 0 "yes" 0.5 0
90 "Escaped" "Malus" 3 10 0 6 NA 1 "yes" 0.6 0
90 "Escaped" "Malus" 4 10 0 7 NA 0 "yes" 0.7 0
90 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 0.8 0
90 "Escaped" "Malus" 6 10 0 5 NA 1 "yes" 0.5 0
90 "Escaped" "Malus" 7 10 0 5 NA 1 "yes" 0.5 0
90 "Escaped" "Malus" 8 10 0 6 NA 0 "yes" 0.6 0
91 "Not escaped" "Malus" 1 10 1 8 0.3 3 "no" 0.8 0.1
91 "Not escaped" "Malus" 2 10 0 3 NA 1 "no" 0.3 0
91 "Not escaped" "Malus" 3 10 0 10 NA 0 "no" 1 0
91 "Not escaped" "Malus" 4 10 0 4 NA 2 "no" 0.4 0
91 "Not escaped" "Malus" 5 10 0 4 NA 2 "no" 0.4 0
91 "Not escaped" "Malus" 6 10 0 10 NA 1 "no" 1 0
91 "Not escaped" "Malus" 7 10 1 8 0.9 4 "no" 0.8 0.1
91 "Not escaped" "Malus" 8 10 0 7 NA 3 "no" 0.7 0
92 "Escaped" "Malus" 1 10 3 13 1 3 "no" 1.3 0.3
92 "Escaped" "Malus" 2 10 1 6 0.6 1 "no" 0.6 0.1
92 "Escaped" "Malus" 3 10 0 5 NA 1 "no" 0.5 0
92 "Escaped" "Malus" 4 10 1 6 1.3 1 "no" 0.6 0.1
92 "Escaped" "Malus" 5 10 0 10 NA 3 "no" 1 0
92 "Escaped" "Malus" 6 10 0 7 NA 1 "no" 0.7 0
92 "Escaped" "Malus" 7 10 0 5 NA 1 "no" 0.5 0
92 "Escaped" "Malus" 8 10 0 6 NA 2 "no" 0.6 0
92 "Escaped" "Malus" 1 10 0 9 NA 0 "yes" 0.9 0
92 "Escaped" "Malus" 2 10 0 8 NA 0 "yes" 0.8 0
92 "Escaped" "Malus" 3 10 0 7 NA 2 "yes" 0.7 0
92 "Escaped" "Malus" 4 10 0 7 NA 0 "yes" 0.7 0
92 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 0.8 0
92 "Escaped" "Malus" 6 10 0 9 NA 0 "yes" 0.9 0
92 "Escaped" "Malus" 7 10 0 8 NA 0 "yes" 0.8 0
92 "Escaped" "Malus" 8 10 0 5 NA 0 "yes" 0.5 0
93 "Not escaped" "Malus" 1 10 0 8 NA 1 "no" 0.8 0
93 "Not escaped" "Malus" 2 10 0 7 NA 1 "no" 0.7 0
93 "Not escaped" "Malus" 3 10 1 5 0.2 1 "no" 0.5 0.1
93 "Not escaped" "Malus" 4 10 2 14 0.4 1 "no" 1.4 0.2
93 "Not escaped" "Malus" 5 10 0 7 NA 1 "no" 0.7 0
93 "Not escaped" "Malus" 6 10 0 5 NA 1 "no" 0.5 0
93 "Not escaped" "Malus" 7 10 2 7 0.7 2 "no" 0.7 0.2
93 "Not escaped" "Malus" 8 10 0 3 NA 2 "no" 0.3 0
94 "Escaped" "Malus" 1 10 4 14 2.4 3 "no" 1.4 0.4
94 "Escaped" "Malus" 2 10 5 16 2 2 "no" 1.6 0.5
94 "Escaped" "Malus" 3 10 0 11 NA 1 "no" 1.1 0
94 "Escaped" "Malus" 4 10 1 15 1.1 5 "no" 1.5 0.1
94 "Escaped" "Malus" 5 10 0 7 NA 3 "no" 0.7 0
94 "Escaped" "Malus" 6 10 2 5 1.2 2 "no" 0.5 0.2
94 "Escaped" "Malus" 7 10 3 8 1.9 2 "no" 0.8 0.3
94 "Escaped" "Malus" 8 10 1 7 5.1 1 "no" 0.7 0.1
94 "Escaped" "Malus" 1 10 0 4 NA 0 "yes" 0.4 0
94 "Escaped" "Malus" 2 10 0 5 NA 0 "yes" 0.5 0
94 "Escaped" "Malus" 3 10 0 6 NA 0 "yes" 0.6 0
94 "Escaped" "Malus" 4 10 0 6 NA 0 "yes" 0.6 0
94 "Escaped" "Malus" 5 10 0 8 NA 0 "yes" 0.8 0
94 "Escaped" "Malus" 6 10 0 7 NA 0 "yes" 0.7 0
94 "Escaped" "Malus" 7 10 0 5 NA 0 "yes" 0.5 0
94 "Escaped" "Malus" 8 10 0 9 NA 1 "yes" 0.9 0
95 "Not escaped" "Malus" 1 10 3 13 1.3 7 "no" 1.3 0.3
95 "Not escaped" "Malus" 2 10 0 7 NA 2 "no" 0.7 0
95 "Not escaped" "Malus" 3 10 0 7 NA 4 "no" 0.7 0
95 "Not escaped" "Malus" 4 10 3 9 2.1 4 "no" 0.9 0.3
95 "Not escaped" "Malus" 5 10 1 7 1.4 4 "no" 0.7 0.1
95 "Not escaped" "Malus" 6 10 1 11 1.5 4 "no" 1.1 0.1
95 "Not escaped" "Malus" 7 9 1 7 0.3 4 "no" 0.777777777777778 0.111111111111111
95 "Not escaped" "Malus" 8 10 1 8 1.9 4 "no" 0.8 0.1
96 "Not escaped" "Malus" 1 10 0 14 NA 10 "no" 1.4 0
96 "Not escaped" "Malus" 2 10 1 11 0.4 9 "no" 1.1 0.1
96 "Not escaped" "Malus" 3 10 0 8 NA 6 "no" 0.8 0
96 "Not escaped" "Malus" 4 10 0 9 NA 3 "no" 0.9 0
96 "Not escaped" "Malus" 5 9 0 9 NA 5 "no" 1 0
96 "Not escaped" "Malus" 6 9 1 5 1.5 4 "no" 0.555555555555556 0.111111111111111
96 "Not escaped" "Malus" 7 10 0 18 NA 12 "no" 1.8 0
96 "Not escaped" "Malus" 8 10 0 8 NA 4 "no" 0.8 0
97 "Escaped" "Malus" 1 10 0 7 NA 2 "no" 0.7 0
97 "Escaped" "Malus" 2 10 0 10 NA 2 "no" 1 0
97 "Escaped" "Malus" 3 10 3 10 1.6 3 "no" 1 0.3
97 "Escaped" "Malus" 4 8 1 8 0.4 2 "no" 1 0.125
97 "Escaped" "Malus" 5 10 2 6 1.2 2 "no" 0.6 0.2
97 "Escaped" "Malus" 6 10 3 5 0.7 2 "no" 0.5 0.3
97 "Escaped" "Malus" 7 10 4 6 1.5 3 "no" 0.6 0.4
97 "Escaped" "Malus" 8 8 0 6 NA 3 "no" 0.75 0
97 "Escaped" "Malus" 1 10 0 6 NA 0 "yes" 0.6 0
97 "Escaped" "Malus" 2 10 0 5 NA 1 "yes" 0.5 0
97 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0.7 0
97 "Escaped" "Malus" 4 10 0 16 NA 3 "yes" 1.6 0
97 "Escaped" "Malus" 5 10 0 6 NA 0 "yes" 0.6 0
97 "Escaped" "Malus" 6 10 0 5 NA 0 "yes" 0.5 0
97 "Escaped" "Malus" 7 10 0 7 NA 0 "yes" 0.7 0
97 "Escaped" "Malus" 8 10 0 5 NA 0 "yes" 0.5 0
98 "Escaped" "Malus" 1 10 2 5 1.2 2 "no" 0.5 0.2
98 "Escaped" "Malus" 2 10 0 14 NA 5 "no" 1.4 0
98 "Escaped" "Malus" 3 10 1 8 0.7 4 "no" 0.8 0.1
98 "Escaped" "Malus" 4 10 0 6 NA 0 "no" 0.6 0
98 "Escaped" "Malus" 5 10 0 10 NA 4 "no" 1 0
98 "Escaped" "Malus" 6 10 0 6 NA 1 "no" 0.6 0
98 "Escaped" "Malus" 7 10 0 7 NA 4 "no" 0.7 0
98 "Escaped" "Malus" 8 10 3 8 2.5 2 "no" 0.8 0.3
98 "Escaped" "Malus" 1 10 0 6 NA 0 "yes" 0.6 0
98 "Escaped" "Malus" 2 10 0 6 NA 0 "yes" 0.6 0
98 "Escaped" "Malus" 3 10 0 7 NA 0 "yes" 0.7 0
98 "Escaped" "Malus" 4 10 0 8 NA 0 "yes" 0.8 0
98 "Escaped" "Malus" 5 10 0 10 NA 0 "yes" 1 0
98 "Escaped" "Malus" 6 10 0 6 NA 1 "yes" 0.6 0
98 "Escaped" "Malus" 7 10 0 6 NA 1 "yes" 0.6 0
98 "Escaped" "Malus" 8 10 0 6 NA 1 "yes" 0.6 0
