"N_Protocol" "Status" "Species" "Branch_N" "Length" "N_Thorns" "N_Twigs" "Longest_thorn" "N_browsed_Twigs" "Branch_esc" "FlowerOrFruit" "BDI" "Thorn_density" "BrowRate" "Bite" "browsing_environment"
161 "Escaped" "Pyrus" 6 8 3 4 1.4 0 "yes" 0 0.5 0.375 0 0 "high_herbivory"
161 "Escaped" "Pyrus" 7 10 0 6 NA 3 "yes" 0 0.6 0 0.3 1 "high_herbivory"
161 "Escaped" "Pyrus" 8 6.5 1 4 1.1 0 "yes" 0 0.615384615384615 0.153846153846154 0 0 "high_herbivory"
162 "Escaped" "Prunus" 1 10 0 9 NA 3 "no" 1 0.9 0 0.3 1 "high_herbivory"
162 "Escaped" "Prunus" 2 10 0 13 NA 9 "no" 1 1.3 0 0.9 1 "high_herbivory"
162 "Escaped" "Prunus" 3 10 0 9 NA 2 "no" 1 0.9 0 0.2 1 "high_herbivory"
162 "Escaped" "Prunus" 4 10 4 19 1.7 6 "no" 1 1.9 0.4 0.6 1 "high_herbivory"
162 "Escaped" "Prunus" 5 10 1 8 0.7 2 "no" 1 0.8 0.1 0.2 1 "high_herbivory"
162 "Escaped" "Prunus" 6 10 2 13 0.7 7 "no" 1 1.3 0.2 0.7 1 "high_herbivory"
162 "Escaped" "Prunus" 7 10 1 6 0.7 1 "no" 1 0.6 0.1 0.1 1 "high_herbivory"
162 "Escaped" "Prunus" 8 10 1 11 0.2 7 "no" 1 1.1 0.1 0.7 1 "high_herbivory"
162 "Escaped" "Prunus" 1 10 0 10 NA 3 "yes" 1 1 0 0.3 1 "high_herbivory"
162 "Escaped" "Prunus" 2 10 0 12 NA 1 "yes" 1 1.2 0 0.1 1 "high_herbivory"
162 "Escaped" "Prunus" 3 10 0 10 NA 1 "yes" 1 1 0 0.1 1 "high_herbivory"
162 "Escaped" "Prunus" 4 10 0 6 NA 0 "yes" 1 0.6 0 0 0 "high_herbivory"
162 "Escaped" "Prunus" 5 10 0 8 NA 3 "yes" 1 0.8 0 0.3 1 "high_herbivory"
162 "Escaped" "Prunus" 6 10 0 8 NA 0 "yes" 1 0.8 0 0 0 "high_herbivory"
162 "Escaped" "Prunus" 7 10 0 10 NA 1 "yes" 1 1 0 0.1 1 "high_herbivory"
162 "Escaped" "Prunus" 8 10 0 8 NA 1 "yes" 1 0.8 0 0.1 1 "high_herbivory"
163 "Escaped" "Prunus" 1 10 0 14 NA 4 "no" 1 1.4 0 0.4 1 "high_herbivory"
163 "Escaped" "Prunus" 2 10 2 24 0.7 6 "no" 1 2.4 0.2 0.6 1 "high_herbivory"
163 "Escaped" "Prunus" 3 10 6 12 8.7 5 "no" 1 1.2 0.6 0.5 1 "high_herbivory"
163 "Escaped" "Prunus" 4 10 2 22 1.2 10 "no" 1 2.2 0.2 1 1 "high_herbivory"
163 "Escaped" "Prunus" 5 10 0 7 NA 2 "no" 1 0.7 0 0.2 1 "high_herbivory"
163 "Escaped" "Prunus" 6 10 3 22 1.3 9 "no" 1 2.2 0.3 0.9 1 "high_herbivory"
163 "Escaped" "Prunus" 7 10 3 13 3.1 3 "no" 1 1.3 0.3 0.3 1 "high_herbivory"
163 "Escaped" "Prunus" 8 10 2 12 1.8 3 "no" 1 1.2 0.2 0.3 1 "high_herbivory"
163 "Escaped" "Prunus" 1 10 3 9 1.9 2 "yes" 0 0.9 0.3 0.2 1 "high_herbivory"
163 "Escaped" "Prunus" 2 10 0 10 NA 0 "yes" 0 1 0 0 0 "high_herbivory"
163 "Escaped" "Prunus" 3 10 2 17 1.5 0 "yes" 0 1.7 0.2 0 0 "high_herbivory"
163 "Escaped" "Prunus" 4 10 6 7 4 0 "yes" 0 0.7 0.6 0 0 "high_herbivory"
163 "Escaped" "Prunus" 5 10 3 11 4.5 2 "yes" 0 1.1 0.3 0.2 1 "high_herbivory"
163 "Escaped" "Prunus" 6 10 0 11 NA 0 "yes" 0 1.1 0 0 0 "high_herbivory"
163 "Escaped" "Prunus" 7 10 0 8 NA 2 "yes" 0 0.8 0 0.2 1 "high_herbivory"
163 "Escaped" "Prunus" 8 10 1 8 1.3 0 "yes" 0 0.8 0.1 0 0 "high_herbivory"
164 "Not escaped" "Prunus" 1 10 0 7 NA 1 "no" 0 0.7 0 0.1 1 "high_herbivory"
164 "Not escaped" "Prunus" 2 10 1 28 5.2 7 "no" 0 2.8 0.1 0.7 1 "high_herbivory"
164 "Not escaped" "Prunus" 3 10 1 12 0.7 0 "no" 0 1.2 0.1 0 0 "high_herbivory"
164 "Not escaped" "Prunus" 4 10 2 15 0.2 3 "no" 0 1.5 0.2 0.3 1 "high_herbivory"
164 "Not escaped" "Prunus" 5 10 2 9 2.7 3 "no" 0 0.9 0.2 0.3 1 "high_herbivory"
164 "Not escaped" "Prunus" 6 10 0 8 NA 2 "no" 0 0.8 0 0.2 1 "high_herbivory"
164 "Not escaped" "Prunus" 7 10 1 18 0.1 2 "no" 0 1.8 0.1 0.2 1 "high_herbivory"
164 "Not escaped" "Prunus" 8 10 0 13 NA 4 "no" 0 1.3 0 0.4 1 "high_herbivory"
165 "Not escaped" "Prunus" 1 10 3 13 1.4 6 "no" 1 1.3 0.3 0.6 1 "high_herbivory"
165 "Not escaped" "Prunus" 2 10 0 10 NA 3 "no" 1 1 0 0.3 1 "high_herbivory"
165 "Not escaped" "Prunus" 3 10 0 8 NA 3 "no" 1 0.8 0 0.3 1 "high_herbivory"
165 "Not escaped" "Prunus" 4 10 0 5 NA 2 "no" 1 0.5 0 0.2 1 "high_herbivory"
165 "Not escaped" "Prunus" 5 10 1 9 0.8 5 "no" 1 0.9 0.1 0.5 1 "high_herbivory"
165 "Not escaped" "Prunus" 6 10 4 13 7.4 3 "no" 1 1.3 0.4 0.3 1 "high_herbivory"
165 "Not escaped" "Prunus" 7 10 1 7 0.6 3 "no" 1 0.7 0.1 0.3 1 "high_herbivory"
165 "Not escaped" "Prunus" 8 10 1 9 0.2 4 "no" 1 0.9 0.1 0.4 1 "high_herbivory"
166 "Not escaped" "Pyrus" 1 10 0 6 NA 4 "no" 0 0.6 0 0.4 1 "high_herbivory"
166 "Not escaped" "Pyrus" 2 10 1 6 1.1 1 "no" 0 0.6 0.1 0.1 1 "high_herbivory"
166 "Not escaped" "Pyrus" 3 10 1 8 1.8 4 "no" 0 0.8 0.1 0.4 1 "high_herbivory"
166 "Not escaped" "Pyrus" 4 10 4 8 0.9 2 "no" 0 0.8 0.4 0.2 1 "high_herbivory"
166 "Not escaped" "Pyrus" 5 10 0 9 NA 2 "no" 0 0.9 0 0.2 1 "high_herbivory"
166 "Not escaped" "Pyrus" 6 10 2 6 1.3 0 "no" 0 0.6 0.2 0 0 "high_herbivory"
166 "Not escaped" "Pyrus" 7 10 0 7 NA 3 "no" 0 0.7 0 0.3 1 "high_herbivory"
166 "Not escaped" "Pyrus" 8 8.5 4 7 1.6 1 "no" 0 0.823529411764706 0.470588235294118 0.117647058823529 1 "high_herbivory"
167 "Not escaped" "Pyrus" 1 10 4 6 2.8 1 "no" 0 0.6 0.4 0.1 1 "high_herbivory"
167 "Not escaped" "Pyrus" 2 10 6 11 1.5 0 "no" 0 1.1 0.6 0 0 "high_herbivory"
167 "Not escaped" "Pyrus" 3 10 0 7 NA 1 "no" 0 0.7 0 0.1 1 "high_herbivory"
167 "Not escaped" "Pyrus" 4 10 7 10 1.7 1 "no" 0 1 0.7 0.1 1 "high_herbivory"
167 "Not escaped" "Pyrus" 5 10 4 6 2.5 1 "no" 0 0.6 0.4 0.1 1 "high_herbivory"
167 "Not escaped" "Pyrus" 6 10 1 6 0.7 2 "no" 0 0.6 0.1 0.2 1 "high_herbivory"
167 "Not escaped" "Pyrus" 7 10 2 7 2 1 "no" 0 0.7 0.2 0.1 1 "high_herbivory"
167 "Not escaped" "Pyrus" 8 10 1 3 1.3 1 "no" 0 0.3 0.1 0.1 1 "high_herbivory"
168 "Not escaped" "Prunus" 1 10 3 22 1.8 6 "no" 0 2.2 0.3 0.6 1 "high_herbivory"
168 "Not escaped" "Prunus" 2 10 1 8 1.2 3 "no" 0 0.8 0.1 0.3 1 "high_herbivory"
168 "Not escaped" "Prunus" 3 10 1 11 1.3 3 "no" 0 1.1 0.1 0.3 1 "high_herbivory"
168 "Not escaped" "Prunus" 4 10 0 6 NA 1 "no" 0 0.6 0 0.1 1 "high_herbivory"
168 "Not escaped" "Prunus" 5 10 0 11 NA 2 "no" 0 1.1 0 0.2 1 "high_herbivory"
168 "Not escaped" "Prunus" 6 10 0 9 NA 3 "no" 0 0.9 0 0.3 1 "high_herbivory"
168 "Not escaped" "Prunus" 7 10 0 9 NA 2 "no" 0 0.9 0 0.2 1 "high_herbivory"
168 "Not escaped" "Prunus" 8 10 2 14 1.2 4 "no" 0 1.4 0.2 0.4 1 "high_herbivory"
169 "Not escaped" "Tilia" 1 10 0 2 NA 1 "no" 0 0.2 0 0.1 1 "high_herbivory"
169 "Not escaped" "Tilia" 2 10 0 1 NA 0 "no" 0 0.1 0 0 0 "high_herbivory"
169 "Not escaped" "Tilia" 3 10 0 4 NA 0 "no" 0 0.4 0 0 0 "high_herbivory"
169 "Not escaped" "Tilia" 4 10 0 5 NA 2 "no" 0 0.5 0 0.2 1 "high_herbivory"
169 "Not escaped" "Tilia" 5 10 0 3 NA 2 "no" 0 0.3 0 0.2 1 "high_herbivory"
169 "Not escaped" "Tilia" 6 10 0 4 NA 0 "no" 0 0.4 0 0 0 "high_herbivory"
169 "Not escaped" "Tilia" 7 10 0 6 NA 6 "no" 0 0.6 0 0.6 1 "high_herbivory"
169 "Not escaped" "Tilia" 8 10 0 5 NA 0 "no" 0 0.5 0 0 0 "high_herbivory"
170 "Not escaped" "Tilia" 1 10 0 4 NA 3 "no" 0 0.4 0 0.3 1 "high_herbivory"
170 "Not escaped" "Tilia" 2 10 0 3 NA 1 "no" 0 0.3 0 0.1 1 "high_herbivory"
170 "Not escaped" "Tilia" 3 10 0 3 NA 2 "no" 0 0.3 0 0.2 1 "high_herbivory"
170 "Not escaped" "Tilia" 4 10 0 3 NA 3 "no" 0 0.3 0 0.3 1 "high_herbivory"
170 "Not escaped" "Tilia" 5 10 0 3 NA 3 "no" 0 0.3 0 0.3 1 "high_herbivory"
170 "Not escaped" "Tilia" 6 10 0 3 NA 3 "no" 0 0.3 0 0.3 1 "high_herbivory"
170 "Not escaped" "Tilia" 7 10 0 5 NA 0 "no" 0 0.5 0 0 0 "high_herbivory"
170 "Not escaped" "Tilia" 8 10 0 5 NA 2 "no" 0 0.5 0 0.2 1 "high_herbivory"
171 "Not escaped" "Carpinus" 1 10 0 10 NA 6 "no" 0 1 0 0.6 1 "high_herbivory"
171 "Not escaped" "Carpinus" 2 10 0 5 NA 3 "no" 0 0.5 0 0.3 1 "high_herbivory"
171 "Not escaped" "Carpinus" 3 10 0 7 NA 4 "no" 0 0.7 0 0.4 1 "high_herbivory"
171 "Not escaped" "Carpinus" 4 10 0 8 NA 4 "no" 0 0.8 0 0.4 1 "high_herbivory"
171 "Not escaped" "Carpinus" 5 10 0 6 NA 3 "no" 0 0.6 0 0.3 1 "high_herbivory"
171 "Not escaped" "Carpinus" 6 10 0 12 NA 6 "no" 0 1.2 0 0.6 1 "high_herbivory"
171 "Not escaped" "Carpinus" 7 10 0 8 NA 5 "no" 0 0.8 0 0.5 1 "high_herbivory"
171 "Not escaped" "Carpinus" 8 10 0 6 NA 1 "no" 0 0.6 0 0.1 1 "high_herbivory"
172 "Not escaped" "Carpinus" 1 10 0 3 NA 2 "no" 0 0.3 0 0.2 1 "high_herbivory"
172 "Not escaped" "Carpinus" 2 10 0 7 NA 2 "no" 0 0.7 0 0.2 1 "high_herbivory"
172 "Not escaped" "Carpinus" 3 10 0 11 NA 5 "no" 0 1.1 0 0.5 1 "high_herbivory"
172 "Not escaped" "Carpinus" 4 10 0 4 NA 2 "no" 0 0.4 0 0.2 1 "high_herbivory"
172 "Not escaped" "Carpinus" 5 10 0 6 NA 2 "no" 0 0.6 0 0.2 1 "high_herbivory"
172 "Not escaped" "Carpinus" 6 10 0 5 NA 0 "no" 0 0.5 0 0 0 "high_herbivory"
172 "Not escaped" "Carpinus" 7 10 0 14 NA 7 "no" 0 1.4 0 0.7 1 "high_herbivory"
172 "Not escaped" "Carpinus" 8 10 0 10 NA 2 "no" 0 1 0 0.2 1 "high_herbivory"
173 "Not escaped" "Tilia" 1 10 0 4 NA 4 "no" 0 0.4 0 0.4 1 "high_herbivory"
173 "Not escaped" "Tilia" 2 10 0 5 NA 0 "no" 0 0.5 0 0 0 "high_herbivory"
173 "Not escaped" "Tilia" 3 10 0 4 NA 1 "no" 0 0.4 0 0.1 1 "high_herbivory"
173 "Not escaped" "Tilia" 4 10 0 3 NA 1 "no" 0 0.3 0 0.1 1 "high_herbivory"
173 "Not escaped" "Tilia" 5 10 0 3 NA 0 "no" 0 0.3 0 0 0 "high_herbivory"
173 "Not escaped" "Tilia" 6 10 0 5 NA 2 "no" 0 0.5 0 0.2 1 "high_herbivory"
173 "Not escaped" "Tilia" 7 10 0 3 NA 1 "no" 0 0.3 0 0.1 1 "high_herbivory"
173 "Not escaped" "Tilia" 8 10 0 4 NA 0 "no" 0 0.4 0 0 0 "high_herbivory"
174 "Escaped" "Pyrus" 1 10 5 14 1.4 1 "no" 0 1.4 0.5 0.1 1 "high_herbivory"
174 "Escaped" "Pyrus" 2 10 3 15 1.3 6 "no" 0 1.5 0.3 0.6 1 "high_herbivory"
174 "Escaped" "Pyrus" 3 10 3 7 3.1 2 "no" 0 0.7 0.3 0.2 1 "high_herbivory"
174 "Escaped" "Pyrus" 4 10 1 4 1 0 "no" 0 0.4 0.1 0 0 "high_herbivory"
174 "Escaped" "Pyrus" 5 7 0 7 NA 4 "no" 0 1 0 0.571428571428571 1 "high_herbivory"
174 "Escaped" "Pyrus" 6 10 1 11 1.2 4 "no" 0 1.1 0.1 0.4 1 "high_herbivory"
174 "Escaped" "Pyrus" 7 10 2 7 1.4 0 "no" 0 0.7 0.2 0 0 "high_herbivory"
174 "Escaped" "Pyrus" 8 9 0 6 NA 2 "no" 0 0.666666666666667 0 0.222222222222222 1 "high_herbivory"
174 "Escaped" "Pyrus" 1 10 1 7 1.2 1 "yes" 0 0.7 0.1 0.1 1 "high_herbivory"
174 "Escaped" "Pyrus" 2 10 2 10 0.9 0 "yes" 0 1 0.2 0 0 "high_herbivory"
174 "Escaped" "Pyrus" 3 10 2 5 0.8 0 "yes" 0 0.5 0.2 0 0 "high_herbivory"
174 "Escaped" "Pyrus" 4 10 2 4 0.7 0 "yes" 0 0.4 0.2 0 0 "high_herbivory"
174 "Escaped" "Pyrus" 5 10 0 5 NA 0 "yes" 0 0.5 0 0 0 "high_herbivory"
174 "Escaped" "Pyrus" 6 10 1 5 0.5 0 "yes" 0 0.5 0.1 0 0 "high_herbivory"
174 "Escaped" "Pyrus" 7 10 1 9 0.4 1 "yes" 0 0.9 0.1 0.1 1 "high_herbivory"
174 "Escaped" "Pyrus" 8 10 0 6 NA 0 "yes" 0 0.6 0 0 0 "high_herbivory"
175 "Escaped" "Prunus" 1 10 3 9 2.2 4 "no" 0 0.9 0.3 0.4 1 "high_herbivory"
175 "Escaped" "Prunus" 2 10 3 17 0.6 8 "no" 0 1.7 0.3 0.8 1 "high_herbivory"
175 "Escaped" "Prunus" 3 10 8 33 1.4 20 "no" 0 3.3 0.8 2 1 "high_herbivory"
175 "Escaped" "Prunus" 4 10 7 21 2 13 "no" 0 2.1 0.7 1.3 1 "high_herbivory"
175 "Escaped" "Prunus" 5 10 0 8 NA 2 "no" 0 0.8 0 0.2 1 "high_herbivory"
175 "Escaped" "Prunus" 6 10 0 2 NA 0 "no" 0 0.2 0 0 0 "high_herbivory"
175 "Escaped" "Prunus" 7 10 0 6 NA 3 "no" 0 0.6 0 0.3 1 "high_herbivory"
175 "Escaped" "Prunus" 8 10 1 12 0.6 1 "no" 0 1.2 0.1 0.1 1 "high_herbivory"
175 "Escaped" "Prunus" 1 10 1 10 3 0 "yes" 0 1 0.1 0 0 "high_herbivory"
175 "Escaped" "Prunus" 2 10 0 5 NA 0 "yes" 0 0.5 0 0 0 "high_herbivory"
175 "Escaped" "Prunus" 3 10 0 11 NA 1 "yes" 0 1.1 0 0.1 1 "high_herbivory"
175 "Escaped" "Prunus" 4 10 0 9 NA 0 "yes" 0 0.9 0 0 0 "high_herbivory"
175 "Escaped" "Prunus" 5 10 0 14 NA 0 "yes" 0 1.4 0 0 0 "high_herbivory"
175 "Escaped" "Prunus" 6 10 0 5 NA 0 "yes" 0 0.5 0 0 0 "high_herbivory"
175 "Escaped" "Prunus" 7 10 0 8 NA 4 "yes" 0 0.8 0 0.4 1 "high_herbivory"
175 "Escaped" "Prunus" 8 10 0 8 NA 1 "yes" 0 0.8 0 0.1 1 "high_herbivory"
176 "Not escaped" "Tilia" 1 10 0 5 NA 3 "no" 0 0.5 0 0.3 1 "high_herbivory"
176 "Not escaped" "Tilia" 2 10 0 4 NA 1 "no" 0 0.4 0 0.1 1 "high_herbivory"
176 "Not escaped" "Tilia" 3 10 0 6 NA 3 "no" 0 0.6 0 0.3 1 "high_herbivory"
176 "Not escaped" "Tilia" 4 10 0 3 NA 1 "no" 0 0.3 0 0.1 1 "high_herbivory"
176 "Not escaped" "Tilia" 5 10 0 3 NA 2 "no" 0 0.3 0 0.2 1 "high_herbivory"
176 "Not escaped" "Tilia" 6 10 0 6 NA 5 "no" 0 0.6 0 0.5 1 "high_herbivory"
176 "Not escaped" "Tilia" 7 10 0 4 NA 3 "no" 0 0.4 0 0.3 1 "high_herbivory"
176 "Not escaped" "Tilia" 8 10 0 3 NA 1 "no" 0 0.3 0 0.1 1 "high_herbivory"
177 "Not escaped" "Carpinus" 1 10 0 9 NA 6 "no" 0 0.9 0 0.6 1 "high_herbivory"
177 "Not escaped" "Carpinus" 2 10 0 15 NA 7 "no" 0 1.5 0 0.7 1 "high_herbivory"
177 "Not escaped" "Carpinus" 3 10 0 10 NA 6 "no" 0 1 0 0.6 1 "high_herbivory"
177 "Not escaped" "Carpinus" 4 10 0 6 NA 5 "no" 0 0.6 0 0.5 1 "high_herbivory"
177 "Not escaped" "Carpinus" 5 10 0 9 NA 5 "no" 0 0.9 0 0.5 1 "high_herbivory"
177 "Not escaped" "Carpinus" 6 10 0 11 NA 8 "no" 0 1.1 0 0.8 1 "high_herbivory"
177 "Not escaped" "Carpinus" 7 10 0 21 NA 10 "no" 0 2.1 0 1 1 "high_herbivory"
177 "Not escaped" "Carpinus" 8 10 0 18 NA 11 "no" 0 1.8 0 1.1 1 "high_herbivory"
178 "Not escaped" "Carpinus" 1 10 0 13 NA 7 "no" 0 1.3 0 0.7 1 "high_herbivory"
178 "Not escaped" "Carpinus" 2 10 0 5 NA 1 "no" 0 0.5 0 0.1 1 "high_herbivory"
178 "Not escaped" "Carpinus" 3 10 0 6 NA 5 "no" 0 0.6 0 0.5 1 "high_herbivory"
178 "Not escaped" "Carpinus" 4 10 0 6 NA 3 "no" 0 0.6 0 0.3 1 "high_herbivory"
178 "Not escaped" "Carpinus" 5 10 0 5 NA 5 "no" 0 0.5 0 0.5 1 "high_herbivory"
178 "Not escaped" "Carpinus" 6 10 0 9 NA 5 "no" 0 0.9 0 0.5 1 "high_herbivory"
178 "Not escaped" "Carpinus" 7 10 0 5 NA 4 "no" 0 0.5 0 0.4 1 "high_herbivory"
178 "Not escaped" "Carpinus" 8 10 0 6 NA 4 "no" 0 0.6 0 0.4 1 "high_herbivory"
179 "Not escaped" "Tilia" 1 10 0 5 NA 4 "no" 0 0.5 0 0.4 1 "high_herbivory"
179 "Not escaped" "Tilia" 2 10 0 6 NA 4 "no" 0 0.6 0 0.4 1 "high_herbivory"
179 "Not escaped" "Tilia" 3 10 0 2 NA 2 "no" 0 0.2 0 0.2 1 "high_herbivory"
179 "Not escaped" "Tilia" 4 10 0 3 NA 0 "no" 0 0.3 0 0 0 "high_herbivory"
179 "Not escaped" "Tilia" 5 10 0 3 NA 1 "no" 0 0.3 0 0.1 1 "high_herbivory"
179 "Not escaped" "Tilia" 6 10 0 4 NA 2 "no" 0 0.4 0 0.2 1 "high_herbivory"
179 "Not escaped" "Tilia" 7 10 0 6 NA 6 "no" 0 0.6 0 0.6 1 "high_herbivory"
179 "Not escaped" "Tilia" 8 10 0 3 NA 1 "no" 0 0.3 0 0.1 1 "high_herbivory"
180 "Not escaped" "Tilia" 1 10 0 7 NA 4 "no" 0 0.7 0 0.4 1 "high_herbivory"
180 "Not escaped" "Tilia" 2 10 0 4 NA 3 "no" 0 0.4 0 0.3 1 "high_herbivory"
180 "Not escaped" "Tilia" 3 10 0 3 NA 2 "no" 0 0.3 0 0.2 1 "high_herbivory"
180 "Not escaped" "Tilia" 4 10 0 2 NA 1 "no" 0 0.2 0 0.1 1 "high_herbivory"
180 "Not escaped" "Tilia" 5 10 0 6 NA 5 "no" 0 0.6 0 0.5 1 "high_herbivory"
180 "Not escaped" "Tilia" 6 10 0 3 NA 2 "no" 0 0.3 0 0.2 1 "high_herbivory"
180 "Not escaped" "Tilia" 7 10 0 5 NA 3 "no" 0 0.5 0 0.3 1 "high_herbivory"
180 "Not escaped" "Tilia" 8 10 0 2 NA 2 "no" 0 0.2 0 0.2 1 "high_herbivory"
181 "Not escaped" "Tilia" 1 10 0 3 NA 0 "no" 0 0.3 0 0 0 "high_herbivory"
181 "Not escaped" "Tilia" 2 10 0 4 NA 2 "no" 0 0.4 0 0.2 1 "high_herbivory"
181 "Not escaped" "Tilia" 3 10 0 7 NA 5 "no" 0 0.7 0 0.5 1 "high_herbivory"
181 "Not escaped" "Tilia" 4 10 0 8 NA 6 "no" 0 0.8 0 0.6 1 "high_herbivory"
181 "Not escaped" "Tilia" 5 10 0 9 NA 6 "no" 0 0.9 0 0.6 1 "high_herbivory"
181 "Not escaped" "Tilia" 6 10 0 8 NA 6 "no" 0 0.8 0 0.6 1 "high_herbivory"
181 "Not escaped" "Tilia" 7 10 0 4 NA 1 "no" 0 0.4 0 0.1 1 "high_herbivory"
181 "Not escaped" "Tilia" 8 10 0 8 NA 3 "no" 0 0.8 0 0.3 1 "high_herbivory"
182 "Not escaped" "Tilia" 1 10 0 4 NA 3 "no" 0 0.4 0 0.3 1 "high_herbivory"
182 "Not escaped" "Tilia" 2 10 0 4 NA 1 "no" 0 0.4 0 0.1 1 "high_herbivory"
182 "Not escaped" "Tilia" 3 10 0 6 NA 5 "no" 0 0.6 0 0.5 1 "high_herbivory"
182 "Not escaped" "Tilia" 4 10 0 6 NA 4 "no" 0 0.6 0 0.4 1 "high_herbivory"
182 "Not escaped" "Tilia" 5 10 0 5 NA 2 "no" 0 0.5 0 0.2 1 "high_herbivory"
182 "Not escaped" "Tilia" 6 10 0 3 NA 1 "no" 0 0.3 0 0.1 1 "high_herbivory"
182 "Not escaped" "Tilia" 7 10 0 8 NA 3 "no" 0 0.8 0 0.3 1 "high_herbivory"
182 "Not escaped" "Tilia" 8 10 0 6 NA 3 "no" 0 0.6 0 0.3 1 "high_herbivory"
183 "Not escaped" "Tilia" 1 10 0 5 NA 0 "no" 0 0.5 0 0 0 "high_herbivory"
183 "Not escaped" "Tilia" 2 10 0 3 NA 0 "no" 0 0.3 0 0 0 "high_herbivory"
183 "Not escaped" "Tilia" 3 10 0 5 NA 1 "no" 0 0.5 0 0.1 1 "high_herbivory"
183 "Not escaped" "Tilia" 4 10 0 3 NA 1 "no" 0 0.3 0 0.1 1 "high_herbivory"
183 "Not escaped" "Tilia" 5 10 0 3 NA 1 "no" 0 0.3 0 0.1 1 "high_herbivory"
183 "Not escaped" "Tilia" 6 10 0 6 NA 2 "no" 0 0.6 0 0.2 1 "high_herbivory"
183 "Not escaped" "Tilia" 7 10 0 5 NA 2 "no" 0 0.5 0 0.2 1 "high_herbivory"
183 "Not escaped" "Tilia" 8 10 0 5 NA 1 "no" 0 0.5 0 0.1 1 "high_herbivory"
184 "Not escaped" "Carpinus" 1 10 0 5 NA 4 "no" 0 0.5 0 0.4 1 "high_herbivory"
184 "Not escaped" "Carpinus" 2 10 0 10 NA 6 "no" 0 1 0 0.6 1 "high_herbivory"
184 "Not escaped" "Carpinus" 3 10 0 18 NA 10 "no" 0 1.8 0 1 1 "high_herbivory"
184 "Not escaped" "Carpinus" 4 10 0 9 NA 6 "no" 0 0.9 0 0.6 1 "high_herbivory"
184 "Not escaped" "Carpinus" 5 10 0 13 NA 8 "no" 0 1.3 0 0.8 1 "high_herbivory"
184 "Not escaped" "Carpinus" 6 10 0 11 NA 7 "no" 0 1.1 0 0.7 1 "high_herbivory"
184 "Not escaped" "Carpinus" 7 10 0 7 NA 4 "no" 0 0.7 0 0.4 1 "high_herbivory"
184 "Not escaped" "Carpinus" 8 10 0 6 NA 3 "no" 0 0.6 0 0.3 1 "high_herbivory"
185 "Not escaped" "Tilia" 1 10 0 4 NA 2 "no" 0 0.4 0 0.2 1 "high_herbivory"
185 "Not escaped" "Tilia" 2 10 0 6 NA 2 "no" 0 0.6 0 0.2 1 "high_herbivory"
185 "Not escaped" "Tilia" 3 10 0 4 NA 2 "no" 0 0.4 0 0.2 1 "high_herbivory"
185 "Not escaped" "Tilia" 4 10 0 4 NA 2 "no" 0 0.4 0 0.2 1 "high_herbivory"
185 "Not escaped" "Tilia" 5 10 0 6 NA 5 "no" 0 0.6 0 0.5 1 "high_herbivory"
185 "Not escaped" "Tilia" 6 10 0 3 NA 0 "no" 0 0.3 0 0 0 "high_herbivory"
185 "Not escaped" "Tilia" 7 10 0 3 NA 2 "no" 0 0.3 0 0.2 1 "high_herbivory"
185 "Not escaped" "Tilia" 8 10 0 7 NA 4 "no" 0 0.7 0 0.4 1 "high_herbivory"
186 "Not escaped" "Carpinus" 1 10 0 12 NA 8 "no" 0 1.2 0 0.8 1 "high_herbivory"
186 "Not escaped" "Carpinus" 2 10 0 2 NA 2 "no" 0 0.2 0 0.2 1 "high_herbivory"
186 "Not escaped" "Carpinus" 3 10 0 13 NA 5 "no" 0 1.3 0 0.5 1 "high_herbivory"
186 "Not escaped" "Carpinus" 4 10 0 9 NA 5 "no" 0 0.9 0 0.5 1 "high_herbivory"
186 "Not escaped" "Carpinus" 5 10 0 11 NA 6 "no" 0 1.1 0 0.6 1 "high_herbivory"
186 "Not escaped" "Carpinus" 6 10 0 17 NA 8 "no" 0 1.7 0 0.8 1 "high_herbivory"
186 "Not escaped" "Carpinus" 7 10 0 15 NA 12 "no" 0 1.5 0 1.2 1 "high_herbivory"
186 "Not escaped" "Carpinus" 8 10 0 14 NA 10 "no" 0 1.4 0 1 1 "high_herbivory"
187 "Not escaped" "Tilia" 1 10 0 3 NA 2 "no" 0 0.3 0 0.2 1 "high_herbivory"
187 "Not escaped" "Tilia" 2 10 0 4 NA 0 "no" 0 0.4 0 0 0 "high_herbivory"
187 "Not escaped" "Tilia" 3 10 0 5 NA 1 "no" 0 0.5 0 0.1 1 "high_herbivory"
187 "Not escaped" "Tilia" 4 10 0 5 NA 1 "no" 0 0.5 0 0.1 1 "high_herbivory"
187 "Not escaped" "Tilia" 5 10 0 10 NA 6 "no" 0 1 0 0.6 1 "high_herbivory"
187 "Not escaped" "Tilia" 6 10 0 7 NA 5 "no" 0 0.7 0 0.5 1 "high_herbivory"
187 "Not escaped" "Tilia" 7 10 0 2 NA 1 "no" 0 0.2 0 0.1 1 "high_herbivory"
187 "Not escaped" "Tilia" 8 10 0 6 NA 3 "no" 0 0.6 0 0.3 1 "high_herbivory"
188 "Not escaped" "Pyrus" 1 10 1 7 1.1 3 "no" 0 0.7 0.1 0.3 1 "high_herbivory"
188 "Not escaped" "Pyrus" 2 10 4 8 1.2 2 "no" 0 0.8 0.4 0.2 1 "high_herbivory"
